position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
8,Espanyol,38.0,15,4,19,46,55,−9,49,2010-11
14,Espanyol,38.0,12,10,16,46,56,−10,46,2011-12
13,Espanyol,38.0,11,11,16,43,52,−9,44,2012-13
14,Espanyol,38.0,11,9,18,41,51,−10,42,2013-14
10,Espanyol,38.0,13,10,15,47,51,−4,49,2014-15
13,Espanyol,38.0,12,7,19,40,74,−34,43,2015-16
8,Espanyol,38.0,15,11,12,49,50,−1,56,2016-17
11,Espanyol,38.0,12,13,13,36,42,−6,49,2017-18
7,Espanyol,38.0,14,11,13,48,50,−2,53,2018-19
20,Espanyol,38.0,5,10,23,27,58,−31,25,2019-20
14,Espanyol,38.0,10,12,16,40,53,−13,42,2021-22
