position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
7,Atlético Madrid,38.0,17,7,14,62,53,+9,58,2010-11
5,Atlético Madrid,38.0,15,11,12,53,46,+7,56,2011-12
3,Atlético Madrid,38.0,23,7,8,65,31,+34,76,2012-13
1,Atlético Madrid,38.0,28,6,4,77,26,+51,90,2013-14
3,Atlético Madrid,38.0,23,9,6,67,29,+38,78,2014-15
3,Atlético Madrid,38.0,28,4,6,63,18,+45,88,2015-16
3,Atlético Madrid,38.0,23,9,6,70,27,+43,78,2016-17
2,Atlético Madrid,38.0,23,10,5,58,22,+36,79,2017-18
2,Atlético Madrid,38.0,22,10,6,55,29,+26,76,2018-19
3,Atlético Madrid,38.0,18,16,4,51,27,+24,70,2019-20
1,Atlético Madrid,38.0,26,8,4,67,25,+42,86,2020-21
3,Atlético Madrid,38.0,21,8,9,65,43,+22,71,2021-22
