position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
10,Logroñés,38.0,13,11,14,28,35,−7,37,1990-91
10,Logroñés,38.0,13,10,15,36,51,−15,36,1991-92
15,Logroñés,38.0,11,11,16,32,48,−16,33,1992-93
16,Logroñés,38.0,9,15,14,47,58,−11,33,1993-94
20,Logroñés,38.0,2,9,27,15,79,−64,13,1994-95
22,Logroñés,42.0,9,6,27,33,85,−52,33,1996-97
