position,team,played,won,lost,drawn,goals_for,goals_against,goal_difference,points
1,Barcelona,38,0.3951902058563457,0.013961796943056517,0.22291983207813149,99,29,+70,0.3739254383401507
2,Atlético Madrid,38,0.3246205262391411,0.06980898471528259,0.24768870230903497,58,22,+36,0.3176355874072248
3,Real Madrid,38,0.3105065903157002,0.08377078165833911,0.24768870230903497,94,44,+50,0.3055734764930264
4,Valencia,38,0.3105065903157002,0.12565617248750865,0.17338209161632448,65,38,+27,0.29351136557882795
5,Villarreal,38,0.2540508466219365,0.18150336025973474,0.17338209161632448,57,50,+7,0.24526292192203433
6,Real Betis,38,0.2540508466219365,0.19546515720279123,0.148613221385421,60,61,−1,0.2412422182839682
7,Sevilla,38,0.2399369106984956,0.19546515720279123,0.17338209161632448,49,58,−9,0.23320081100783593
8,Getafe,38,0.21170903885161377,0.18150336025973474,0.24768870230903497,42,33,+9,0.2211387000936375
9,Eibar,38,0.19759510292817284,0.20942695414584775,0.22291983207813149,44,50,−6,0.20505588554137297
10,Girona,38,0.19759510292817284,0.20942695414584775,0.22291983207813149,50,59,−9,0.20505588554137297
11,Espanyol,38,0.169367231081291,0.18150336025973474,0.32199531300174544,36,42,−6,0.19701447826524068
12,Real Sociedad,38,0.19759510292817284,0.2373505480319608,0.17338209161632448,66,59,+7,0.19701447826524068
13,Celta Vigo,38,0.18348116700473194,0.20942695414584775,0.24768870230903497,59,60,−1,0.19701447826524068
14,Alavés,38,0.21170903885161377,0.29319773580418684,0.04953774046180699,40,50,−10,0.18897307098910843
15,Levante,38,0.1552532951578501,0.19546515720279123,0.32199531300174544,44,58,−14,0.18495236735104228
16,Athletic Bilbao,38,0.14113935923440918,0.20942695414584775,0.32199531300174544,41,49,−8,0.1728902564368439
17,Leganés,38,0.169367231081291,0.2652741419180738,0.17338209161632448,34,51,−17,0.1728902564368439
18,Deportivo La Coruña,38,0.0846836155406455,0.29319773580418684,0.27245757253993846,38,76,−38,0.11660040550391797
19,Las Palmas,38,0.07056967961720459,0.3630067205194695,0.17338209161632448,24,74,−50,0.088455480037455
20,Málaga,38,0.07056967961720459,0.39093031440558246,0.12384435115451749,24,61,−37,0.08041407276132273
