position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
1,Barcelona,30,23.68421052631579,4.7368421052631575,1.5789473684210527,0.095,0.021,0.074,84.21052631578947,2010
2,Real Madrid,30,22.894736842105264,3.9473684210526314,3.1578947368421053,0.102,0.033,0.06899999999999999,80.7017543859649,2010
3,Valencia,30,16.578947368421055,6.315789473684211,7.105263157894736,0.064,0.044,0.020000000000000004,62.28070175438597,2010
4,Villarreal,30,14.210526315789473,6.315789473684211,9.473684210526315,0.054,0.044,0.010000000000000002,54.385964912280706,2010
5,Sevilla,30,13.421052631578947,5.526315789473684,11.052631578947368,0.062,0.061,0.0010000000000000009,50.877192982456144,2010
6,Athletic Bilbao,30,14.210526315789473,3.1578947368421053,12.631578947368421,0.059,0.055,0.003999999999999997,50.877192982456144,2010
7,Atlético Madrid,30,13.421052631578947,5.526315789473684,11.052631578947368,0.062,0.053,0.009000000000000001,50.877192982456144,2010
8,Espanyol,30,11.842105263157896,3.1578947368421053,15.0,0.046,0.055,-0.009000000000000001,42.98245614035088,2010
9,Osasuna,30,10.263157894736842,6.315789473684211,13.421052631578947,0.045,0.046,-0.0010000000000000009,41.228070175438596,2010
10,Sporting Gijón,30,8.68421052631579,11.052631578947368,10.263157894736842,0.035,0.042,-0.006999999999999999,41.228070175438596,2010
11,Málaga,30,10.263157894736842,5.526315789473684,14.210526315789473,0.054,0.068,-0.014000000000000005,40.35087719298245,2010
12,Racing Santander,30,9.473684210526315,7.894736842105263,12.631578947368421,0.041,0.056,-0.015,40.35087719298245,2010
13,Zaragoza,30,9.473684210526315,7.105263157894736,13.421052631578947,0.04,0.053,-0.012999999999999998,39.473684210526315,2010
14,Levante,30,9.473684210526315,7.105263157894736,13.421052631578947,0.041,0.052,-0.010999999999999996,39.473684210526315,2010
15,Real Sociedad,30,11.052631578947368,2.3684210526315788,16.578947368421055,0.049,0.066,-0.017,39.473684210526315,2010
16,Getafe,30,9.473684210526315,6.315789473684211,14.210526315789473,0.049,0.06,-0.010999999999999996,38.59649122807017,2010
17,Mallorca,30,9.473684210526315,6.315789473684211,14.210526315789473,0.041,0.056,-0.015,38.59649122807017,2010
18,Deportivo La Coruña,30,7.894736842105263,10.263157894736842,11.842105263157896,0.031,0.047,-0.016,37.719298245614034,2010
19,Hércules,30,7.105263157894736,6.315789473684211,16.578947368421055,0.036,0.06,-0.024,30.701754385964914,2010
20,Almería,30,4.7368421052631575,9.473684210526315,15.789473684210526,0.036,0.07,-0.03400000000000001,26.31578947368421,2010
1,Real Madrid,30,25.263157894736842,3.1578947368421053,1.5789473684210527,0.121,0.032,0.089,87.71929824561403,2011
2,Barcelona,30,22.105263157894736,5.526315789473684,2.3684210526315788,0.114,0.029,0.085,79.82456140350878,2011
3,Valencia,30,13.421052631578947,7.894736842105263,8.68421052631579,0.059,0.044,0.015,53.50877192982456,2011
4,Málaga,30,13.421052631578947,5.526315789473684,11.052631578947368,0.054,0.053,0.0010000000000000009,50.877192982456144,2011
5,Atlético Madrid,30,11.842105263157896,8.68421052631579,9.473684210526315,0.053,0.046,0.006999999999999999,49.122807017543856,2011
6,Levante,30,12.631578947368421,5.526315789473684,11.842105263157896,0.054,0.05,0.003999999999999997,48.24561403508772,2011
7,Osasuna,30,10.263157894736842,11.842105263157896,7.894736842105263,0.044,0.061,-0.017,47.368421052631575,2011
8,Mallorca,30,11.052631578947368,7.894736842105263,11.052631578947368,0.042,0.046,-0.003999999999999997,45.614035087719294,2011
9,Sevilla,30,10.263157894736842,8.68421052631579,11.052631578947368,0.048,0.047,0.0010000000000000009,43.859649122807014,2011
10,Athletic Bilbao,30,9.473684210526315,10.263157894736842,10.263157894736842,0.049,0.052,-0.0029999999999999957,42.98245614035088,2011
11,Getafe,30,9.473684210526315,8.68421052631579,11.842105263157896,0.04,0.051,-0.010999999999999996,41.228070175438596,2011
12,Real Sociedad,30,9.473684210526315,8.68421052631579,11.842105263157896,0.046,0.052,-0.005999999999999998,41.228070175438596,2011
13,Real Betis,30,10.263157894736842,6.315789473684211,13.421052631578947,0.047,0.056,-0.009000000000000001,41.228070175438596,2011
14,Espanyol,30,9.473684210526315,7.894736842105263,12.631578947368421,0.046,0.056,-0.010000000000000002,40.35087719298245,2011
