position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
1,Real Madrid,30,24.0,4.0,2.0,0.089,0.025,0.064,57.77777777777777,1960
2,Atlético Madrid,30,17.0,6.0,7.0,0.057,0.035,0.022,44.44444444444444,1960
3,Zaragoza,30,12.0,9.0,9.0,0.054,0.053,0.0010000000000000009,36.666666666666664,1960
4,Barcelona,30,13.0,6.0,11.0,0.062,0.047,0.015,35.55555555555556,1960
5,Valencia,30,11.0,10.0,9.0,0.046,0.042,0.003999999999999997,35.55555555555556,1960
6,Real Betis,30,11.0,8.0,11.0,0.042,0.044,-0.001999999999999995,33.33333333333333,1960
7,Atlético Bilbao,30,12.0,6.0,12.0,0.042,0.041,0.0010000000000000009,33.33333333333333,1960
8,Real Sociedad,30,10.0,10.0,10.0,0.037,0.046,-0.009000000000000001,33.33333333333333,1960
9,Mallorca,30,12.0,4.0,14.0,0.038,0.041,-0.0030000000000000027,31.11111111111111,1960
10,Español,30,12.0,3.0,15.0,0.046,0.046,0.0,30.0,1960
11,Sevilla,30,9.0,9.0,12.0,0.042,0.046,-0.003999999999999997,30.0,1960
12,Real Santander,30,11.0,4.0,15.0,0.042,0.047,-0.0049999999999999975,28.888888888888886,1960
13,Oviedo,30,10.0,6.0,14.0,0.039,0.054,-0.015,28.888888888888886,1960
14,Elche,30,9.0,7.0,14.0,0.048,0.075,-0.026999999999999996,27.77777777777778,1960
15,Valladolid,30,11.0,3.0,16.0,0.039,0.052,-0.012999999999999998,27.77777777777778,1960
16,Granada,30,5.0,7.0,18.0,0.032,0.061,-0.028999999999999998,18.88888888888889,1960
1,Real Madrid,30,19.0,5.0,6.0,0.058,0.024,0.034,47.77777777777778,1961
2,Barcelona,30,18.0,4.0,8.0,0.081,0.046,0.035,44.44444444444444,1961
3,Atlético Madrid,30,15.0,6.0,9.0,0.05,0.036,0.014000000000000005,40.0,1961
4,Zaragoza,30,15.0,5.0,10.0,0.07,0.051,0.01900000000000001,38.88888888888889,1961
5,Atlético Bilbao,30,12.0,8.0,10.0,0.052,0.038,0.013999999999999999,35.55555555555556,1961
6,Sevilla,30,12.0,7.0,11.0,0.048,0.045,0.0030000000000000027,34.44444444444444,1961
7,Valencia,30,12.0,7.0,11.0,0.05,0.05,0.0,34.44444444444444,1961
8,Elche,30,10.0,9.0,11.0,0.052,0.052,0.0,32.22222222222222,1961
