position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
1,Valencia,30,18.0,7.0,5.0,0.041,0.019,0.022000000000000002,47.77777777777778,1970
2,Barcelona,30,19.0,5.0,6.0,0.05,0.022,0.028000000000000004,47.77777777777778,1970
3,Atlético Madrid,30,17.0,8.0,5.0,0.051,0.02,0.030999999999999996,46.666666666666664,1970
4,Real Madrid,30,17.0,7.0,6.0,0.046,0.024,0.022,45.55555555555556,1970
5,Atlético Bilbao,30,14.0,7.0,9.0,0.04,0.031,0.009000000000000001,38.88888888888889,1970
6,Celta,30,15.0,5.0,10.0,0.037,0.032,0.0049999999999999975,38.88888888888889,1970
7,Sevilla,30,13.0,6.0,11.0,0.034,0.042,-0.008,35.55555555555556,1970
8,Real Sociedad,30,10.0,9.0,11.0,0.023,0.027,-0.004,32.22222222222222,1970
9,Málaga,30,8.0,12.0,10.0,0.027,0.032,-0.005000000000000001,31.11111111111111,1970
10,Granada,30,10.0,8.0,12.0,0.033,0.034,-0.0010000000000000009,31.11111111111111,1970
11,Español,30,8.0,9.0,13.0,0.018,0.025,-0.007000000000000003,27.77777777777778,1970
12,Sporting Gijón,30,10.0,5.0,15.0,0.035,0.044,-0.008999999999999994,27.77777777777778,1970
13,Sabadell,30,8.0,5.0,17.0,0.028,0.049,-0.021,23.333333333333332,1970
14,Las Palmas,30,5.0,10.0,15.0,0.033,0.042,-0.009000000000000001,22.22222222222222,1970
15,Elche,30,4.0,10.0,16.0,0.025,0.046,-0.020999999999999998,20.0,1970
16,Zaragoza,30,3.0,9.0,18.0,0.022,0.054,-0.032,16.666666666666664,1970
1,Real Madrid,30,16.764705882352942,7.9411764705882355,5.294117647058824,0.051,0.027,0.023999999999999997,46.07843137254902,1971
2,Valencia,30,16.764705882352942,6.1764705882352935,7.0588235294117645,0.053,0.03,0.023,44.11764705882353,1971
3,Barcelona,30,15.0,7.9411764705882355,7.0588235294117645,0.04,0.026,0.014000000000000002,42.15686274509804,1971
4,Atlético Madrid,30,12.352941176470587,9.705882352941178,7.9411764705882355,0.045,0.028,0.016999999999999998,38.23529411764706,1971
5,Las Palmas,30,13.235294117647058,7.0588235294117645,9.705882352941178,0.04,0.036,0.0040000000000000036,37.254901960784316,1971
6,Granada,30,12.352941176470587,7.0588235294117645,10.588235294117649,0.04,0.034,0.005999999999999998,35.294117647058826,1971
7,Málaga,30,7.9411764705882355,15.0,7.0588235294117645,0.027,0.031,-0.004,34.31372549019608,1971
8,Real Sociedad,30,12.352941176470587,5.294117647058824,12.352941176470587,0.038,0.036,0.0020000000000000018,33.33333333333333,1971
9,Athletic Bilbao,30,13.235294117647058,3.5294117647058822,13.235294117647058,0.039,0.032,0.006999999999999999,33.33333333333333,1971
10,Celta,30,8.823529411764707,11.470588235294116,9.705882352941178,0.037,0.042,-0.0050000000000000044,32.35294117647059,1971
