position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
8,Racing Santander,38.0,15,8,15,44,42,+2,38,1993-94
12,Racing Santander,38.0,13,10,15,42,47,−5,36,1994-95
17,Racing Santander,42.0,11,14,17,47,69,−22,47,1995-96
13,Racing Santander,42.0,11,17,14,52,54,−2,50,1996-97
14,Racing Santander,38.0,12,9,17,46,55,−9,45,1997-98
15,Racing Santander,38.0,10,12,16,41,53,−12,42,1998-99
15,Racing Santander,38.0,10,16,12,52,50,+2,46,1999-2000
