position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
7,Valencia,38.0,15,10,13,44,40,+4,40,1990-91
4,Valencia,38.0,20,7,11,63,42,+21,47,1991-92
4,Valencia,38.0,19,10,9,60,33,+27,48,1992-93
7,Valencia,38.0,14,12,12,55,50,+5,40,1993-94
10,Valencia,38.0,13,12,13,53,48,+5,38,1994-95
2,Valencia,42.0,26,5,11,77,51,+26,83,1995-96
10,Valencia,42.0,15,11,16,63,59,+4,56,1996-97
9,Valencia,38.0,16,7,15,58,52,+6,55,1997-98
4,Valencia,38.0,19,8,11,63,39,+24,65,1998-99
3,Valencia,38.0,18,10,10,59,39,+20,64,1999-2000
