position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points
1,Athletic Bilbao,44,15,12,17,51,50,+1,42
2,Las Palmas,44,16,9,19,59,67,−8,41
3,Sabadell,44,12,14,18,38,59,−21,38
4,Osasuna,44,12,14,18,40,48,−8,38
5,Racing Santander,44,12,9,23,46,66,−20,33
6,Cádiz,44,10,9,25,31,59,−28,29
