position,team,points,won,lost,draw,played,goals_for,goals_against,goal_difference,year
1,Real Madrid,2.5760832762288928,2.2386938833372416,-1.61668621702302,-0.2136610540655476,0.777872826549493,2.129446453962033,-0.6159952277305852,0.12211158807106517,2000
2,Deportivo La Coruña,2.1125009904627086,1.821491318494152,-0.9496524671659663,-0.5181051311031522,0.777872826549493,1.617585303527791,-0.2967594570276712,0.08414711550415227,2000
3,Mallorca,1.9800489088152273,1.4042887536510622,-1.3943416337373353,0.6996711770472661,0.777872826549493,0.8497935778764275,-0.3765683997033997,0.05272009077754221,2000
4,Barcelona,1.4502405822253024,0.7784849063864279,-0.9496524671659663,1.0041152540848708,0.777872826549493,2.0654638101577527,0.7407567977567994,0.05721248785133978,2000
5,Valencia,1.4502405822253024,0.9870861888079727,-0.504963300594597,0.09078302297205697,0.777872826549493,0.46589771505074573,-1.0948488837849564,0.06799476627880208,2000
6,Celta de Vigo,1.1853364189303397,0.5698836239648831,-0.504963300594597,0.6996711770472661,0.777872826549493,0.2099671398336246,0.10228525635097134,0.0016188309083640191,2000
7,Villarreal,1.0528843372828585,0.5698836239648831,-0.060274134023227906,0.09078302297205697,0.777872826549493,0.6578456464635866,0.34171208437815687,0.011140894860922018,2000
8,Málaga,0.986658296459118,0.5698836239648831,0.16207044926245667,-0.2136610540655476,0.777872826549493,0.7858109340721472,1.0599925684597133,-0.015824678602720212,2000
9,Espanyol,0.5893020515166741,0.15268105912179347,0.6067596158338259,-0.2136610540655476,0.777872826549493,-0.1099460791877768,-0.2967594570276712,0.005233554258071295,2000
10,Alavés,0.5230760106929335,0.15268105912179347,0.8291041991195104,-0.5181051311031522,0.777872826549493,0.6578456464635866,0.9003746831082564,-0.014378789262837307,2000
11,Las Palmas,0.32439788822171167,-0.05592022329975133,1.051448782405195,-0.5181051311031522,0.777872826549493,-0.3658766544048979,1.139801511135442,-0.07207938859397792,2000
12,Athletic Bilbao,0.1257197657504898,-0.4731227881428409,0.8291041991195104,0.39522710000966155,0.777872826549493,-0.23791136679633737,0.980183625783985,-0.05894260129171264,2000
13,Real Sociedad,0.1257197657504898,-0.4731227881428409,0.8291041991195104,0.39522710000966155,0.777872826549493,0.2739497836379049,1.618655167189813,-0.06472615865124429,2000
14,Rayo Vallecano,0.1257197657504898,-0.6817240705643858,0.38441503254814124,1.3085593311224752,0.777872826549493,0.529880358855026,1.618655167189813,-0.05303526068886191,2000
15,Osasuna,0.059493724926749154,-0.6817240705643858,0.6067596158338259,1.0041152540848708,0.777872826549493,-0.30189401060061766,0.5013299697296139,-0.03999131081908594,2000
16,Valladolid,0.059493724926749154,-0.8903253529859305,0.16207044926245667,1.9174474851976844,0.777872826549493,-0.3658766544048979,0.18209419902669985,-0.02833135866753335,2000
17,Zaragoza,0.059493724926749154,-0.8903253529859305,0.16207044926245667,1.9174474851976844,0.777872826549493,0.40191507124646547,0.7407567977567994,-0.018778348904145578,2000
18,Oviedo,-0.006732315896991472,-0.4731227881428409,1.2737933656908795,-0.2136610540655476,0.777872826549493,0.2099671398336246,1.5388462245140846,-0.06400321398130282,2000
19,Racing Santander,-0.13918439754447273,-0.6817240705643858,1.2737933656908795,0.09078302297205697,0.777872826549493,0.018019208420783767,1.139801511135442,-0.05454304165040437,2000
20,Numancia,-0.13918439754447273,-0.6817240705643858,1.2737933656908795,0.09078302297205697,0.777872826549493,-0.4938419420134585,1.299419396486899,-0.08521617589624318,2000
