position,team,points,won,lost,draw,played,goals_for,goals_against,goal_difference,year
1,Real Madrid,0.3906239290454523,1.1956874712295176,-1.61668621702302,0.09078302297205697,-0.3498729307187688,0.2099671398336246,-1.6535114825150559,0.08182355244017904,1971
2,Valencia,0.25817184739797105,1.1956874712295176,-1.1719970504516508,-0.5181051311031522,-0.3498729307187688,0.3379324274421852,-1.4140846544878702,0.07673199393975909,1971
3,Barcelona,0.1257197657504898,0.7784849063864279,-1.1719970504516508,0.09078302297205697,-0.3498729307187688,-0.4938419420134585,-1.7333204251907843,0.05331925220416458,1971
4,Atlético Madrid,-0.13918439754447273,0.15268105912179347,-0.9496524671659663,0.6996711770472661,-0.3498729307187688,-0.17392872299205708,-1.5737025398393274,0.060641536336068454,1971
5,Las Palmas,-0.20541043836821335,0.36128234154333827,-0.504963300594597,-0.2136610540655476,-0.3498729307187688,-0.4938419420134585,-0.9352309984334993,0.01686256059879412,1971
6,Granada,-0.3378625200156946,0.15268105912179347,-0.28261871730891247,-0.2136610540655476,-0.3498729307187688,-0.4938419420134585,-1.0948488837849564,0.024153898919868216,1971
7,Málaga,-0.40408856083943523,-0.8903253529859305,-1.1719970504516508,2.5263356392728937,-0.3498729307187688,-1.3256163114691022,-1.3342757118121418,-0.0029045119762633395,1971
8,Real Sociedad,-0.47031460166317585,0.15268105912179347,0.16207044926245667,-0.8225492081407567,-0.3498729307187688,-0.6218072296220191,-0.9352309984334993,0.011017111617602937,1971
9,Athletic Bilbao,-0.47031460166317585,0.36128234154333827,0.38441503254814124,-1.431437362215966,-0.3498729307187688,-0.5578245858177387,-1.2544667691364133,0.028522512750346715,1971
10,Celta,-0.5365406424869165,-0.6817240705643858,-0.504963300594597,1.3085593311224752,-0.3498729307187688,-0.6857898734262994,-0.45637734237912825,-0.013779627836214935,1971
11,Sporting Gijón,-0.6027666833106571,-0.2645215057212961,0.16207044926245667,-0.2136610540655476,-0.3498729307187688,-0.42985929820917823,-0.8554220557577707,0.01613961592885266,1971
12,Español,-0.6027666833106571,-0.2645215057212961,0.16207044926245667,-0.2136610540655476,-0.3498729307187688,-0.30189401060061766,-0.3765683997033997,0.00011104994682156756,1971
13,Real Betis,-0.7352187649581383,-0.6817240705643858,0.16207044926245667,0.39522710000966155,-0.3498729307187688,-1.4535815990776628,-0.2169505143519427,-0.05978932920497317,1971
14,Deportivo La Coruña,-0.7352187649581383,-0.4731227881428409,0.38441503254814124,-0.2136610540655476,-0.3498729307187688,-1.2616336676648219,-0.7756131130820423,-0.025501471609427066,1971
15,Burgos,-0.801444805781879,-0.4731227881428409,0.6067596158338259,-0.5181051311031522,-0.3498729307187688,-0.8777378048391402,-0.45637734237912825,-0.02254780130800171,1971
16,Sevilla,-0.9338968874293603,-0.8903253529859305,0.6067596158338259,0.09078302297205697,-0.3498729307187688,-0.8137551610348599,-0.2169505143519427,-0.030562084299017255,1971
17,Sabadell,-1.0663489690768415,-1.5161292002505649,0.38441503254814124,1.3085593311224752,-0.3498729307187688,-1.0057030924477008,0.26190314170242834,-0.06120427273402632,1971
18,Córdoba,-1.1988010507243227,-1.3075279178290202,1.051448782405195,0.09078302297205697,-0.3498729307187688,-1.3256163114691022,0.34171208437815687,-0.07946356434754132,1971
