position,team,points,won,lost,draw,played,goals_for,goals_against,goal_difference,year
1,Real Madrid,0.32439788822171167,1.821491318494152,-1.61668621702302,-2.040325516291175,-1.4776186879870306,0.8497935778764275,-1.97274725321797,0.12563347398828315,1963
2,Barcelona,0.059493724926749154,1.1956874712295176,-1.3943416337373353,-1.431437362215966,-1.4776186879870306,1.681567947332071,-0.7756131130820423,0.10894385495797011,1963
3,Real Betis,-0.271636479191954,0.36128234154333827,-1.1719970504516508,-0.5181051311031522,-1.4776186879870306,-0.045963435383496516,-0.9352309984334993,0.03732163203296326,1963
4,Zaragoza,-0.47031460166317585,0.15268105912179347,-0.7273078838802817,-0.8225492081407567,-1.4776186879870306,0.2739497836379049,-0.45637734237912825,0.03006123952271894,1963
5,Elche,-0.5365406424869165,-0.05592022329975133,-0.7273078838802817,-0.5181051311031522,-1.4776186879870306,-0.8137551610348599,-1.3342757118121418,0.02047728394850139,1963
6,Valencia,-0.6027666833106571,0.5698836239648831,0.16207044926245667,-2.649213670366384,-1.4776186879870306,0.3379324274421852,-0.05733262900048568,0.014755618210629297,1963
7,Atlético Madrid,-0.801444805781879,-0.6817240705643858,-0.504963300594597,0.09078302297205697,-1.4776186879870306,-0.6857898734262994,-1.0948488837849564,0.01538572544808144,1963
8,Atlético Bilbao,-0.801444805781879,-0.2645215057212961,-0.060274134023227906,-1.1269932851783613,-1.4776186879870306,-0.30189401060061766,-0.6159952277305852,0.011048057428432706,1963
9,Sevilla,-0.801444805781879,-0.8903253529859305,-0.7273078838802817,0.6996711770472661,-1.4776186879870306,-0.9417204486434205,-0.7756131130820423,-0.010887849156449116,1963
10,Levante,-0.9338968874293603,-0.6817240705643858,-0.060274134023227906,-0.5181051311031522,-1.4776186879870306,-0.30189401060061766,0.6609478550810709,-0.047282649140160046,1963
11,Córdoba,-1.0001229282531008,-0.6817240705643858,0.16207044926245667,-0.8225492081407567,-1.4776186879870306,-1.0057030924477008,-0.7756131130820423,-0.013810573647044707,1963
12,Murcia,-1.0001229282531008,-0.4731227881428409,0.38441503254814124,-1.431437362215966,-1.4776186879870306,-0.42985929820917823,0.5013299697296139,-0.04583675980027713,1963
13,Español,-1.0663489690768415,-0.6817240705643858,0.38441503254814124,-1.1269932851783613,-1.4776186879870306,-0.8777378048391402,-0.05733262900048568,-0.040776147110686944,1963
14,Oviedo,-1.0663489690768415,-0.6817240705643858,0.38441503254814124,-1.1269932851783613,-1.4776186879870306,-1.3256163114691022,-0.45637734237912825,-0.04300687274217085,1963
15,Pontevedra,-1.331253132371804,-1.0989266354074754,0.8291041991195104,-1.1269932851783613,-1.4776186879870306,-1.1336683800562612,-0.2169505143519427,-0.045175706751995205,1963
16,Valladolid,-1.4637052140192852,-1.3075279178290202,1.051448782405195,-1.1269932851783613,-1.4776186879870306,-1.3256163114691022,0.820565740432528,-0.10133757931076359,1963
