position,team,points,won,lost,draw,played,goals_for,goals_against,goal_difference,year
1,Barcelona,0.5893020515166741,1.612890036072607,-1.8390308003087046,-0.2136610540655476,-0.3498729307187688,1.7455505911363514,-1.8929383105422415,0.16290594769608438,1973
2,Atlético Madrid,-0.0729583567207321,0.5698836239648831,-0.7273078838802817,-0.2136610540655476,-0.3498729307187688,0.14598449602934432,-1.3342757118121418,0.06431815130743526,1973
3,Zaragoza,-0.13918439754447273,0.5698836239648831,-0.504963300594597,-0.5181051311031522,-0.3498729307187688,0.2099671398336246,-0.7756131130820423,0.04172119167427153,1973
4,Real Sociedad,-0.20541043836821335,0.36128234154333827,-0.504963300594597,-0.2136610540655476,-0.3498729307187688,-0.1099460791877768,-0.2169505143519427,0.0015878850975342492,1973
5,Athletic Bilbao,-0.271636479191954,0.36128234154333827,-0.28261871730891247,-0.5181051311031522,-0.3498729307187688,-0.8137551610348599,-1.3342757118121418,0.02047728394850139,1973
6,Granada,-0.3378625200156946,-0.2645215057212961,-0.7273078838802817,1.0041152540848708,-0.3498729307187688,-0.8777378048391402,-1.0150399411092277,0.0029718828157576115,1973
7,Málaga,-0.3378625200156946,-0.2645215057212961,-0.7273078838802817,1.0041152540848708,-0.3498729307187688,-1.0696857362519812,-1.2544667691364133,0.005140716825581977,1973
8,Real Madrid,-0.47031460166317585,-0.05592022329975133,-0.060274134023227906,-0.2136610540655476,-0.3498729307187688,0.018019208420783767,-0.7756131130820423,0.03295301820248476,1973
9,Español,-0.47031460166317585,-0.05592022329975133,-0.060274134023227906,-0.2136610540655476,-0.3498729307187688,-0.8777378048391402,-0.7756131130820423,-0.007965124665853522,1973
10,Valencia,-0.5365406424869165,-0.05592022329975133,0.16207044926245667,-0.5181051311031522,-0.3498729307187688,-0.42985929820917823,-1.1746578264606848,0.030722292571000853,1973
11,Las Palmas,-0.5365406424869165,0.15268105912179347,0.38441503254814124,-1.1269932851783613,-0.3498729307187688,-1.2616336676648219,-1.0150399411092277,-0.014564464127815936,1973
12,Celta,-0.7352187649581383,-0.2645215057212961,0.6067596158338259,-0.8225492081407567,-0.3498729307187688,-0.30189401060061766,0.10228525635097134,-0.021762965016400713,1973
13,Sporting Gijón,-0.7352187649581383,-0.05592022329975133,0.8291041991195104,-1.431437362215966,-0.3498729307187688,0.08200185222506405,0.9003746831082564,-0.040683309678197624,1973
14,Elche,-0.801444805781879,-0.4731227881428409,0.6067596158338259,-0.5181051311031522,-0.3498729307187688,-1.4535815990776628,-1.1746578264606848,-0.016041299278528615,1973
15,Murcia,-0.801444805781879,-0.6817240705643858,0.38441503254814124,0.09078302297205697,-0.3498729307187688,-1.3256163114691022,-0.8554220557577707,-0.024778526939485616,1973
16,Castellón,-0.801444805781879,-0.8903253529859305,0.16207044926245667,0.6996711770472661,-0.3498729307187688,-1.2616336676648219,-0.13714157167621419,-0.054666824893723445,1973
17,Oviedo,-0.9338968874293603,-1.0989266354074754,0.38441503254814124,0.6996711770472661,-0.3498729307187688,-0.7497725172305797,0.5013299697296139,-0.06045038225325508,1973
18,Racing Santander,-1.132575009900582,-0.8903253529859305,1.2737933656908795,-0.8225492081407567,-0.3498729307187688,-1.1976510238605416,0.34171208437815687,-0.07361811536635013,1973
