position,team,points,won,lost,draw,played,goals_for,goals_against,goal_difference,year
1,Real Madrid,3.9006040927037056,3.9075041427095996,-2.506064550165758,-1.431437362215966,0.777872826549493,4.688752206133245,-1.2544667691364133,0.2681859209791852,2011
2,Barcelona,3.30456972529004,3.0730990130234206,-2.283719966880074,-0.5181051311031522,0.777872826549493,4.2408736995032825,-1.493893597163599,0.2586638570266272,2011
3,Valencia,1.3177885005778212,0.7784849063864279,-0.504963300594597,0.39522710000966155,0.777872826549493,0.7218282902678669,-0.2967594570276712,0.04322897263581398,2011
4,Málaga,1.1191103781065992,0.7784849063864279,0.16207044926245667,-0.5181051311031522,0.777872826549493,0.40191507124646547,0.4215210270538854,-0.004195672261997393,2011
5,Atlético Madrid,0.986658296459118,0.36128234154333827,-0.28261871730891247,0.6996711770472661,0.777872826549493,0.3379324274421852,-0.13714157167621419,0.018401287371166343,2011
6,Levante,0.9204322556353773,0.5698836239648831,0.38441503254814124,-0.5181051311031522,0.777872826549493,0.40191507124646547,0.18209419902669985,0.0067413352196137475,2011
7,Osasuna,0.8542062148116367,-0.05592022329975133,-0.7273078838802817,1.9174474851976844,0.777872826549493,-0.23791136679633737,1.0599925684597133,-0.06258827045224967,2011
8,Mallorca,0.7217541331641554,0.15268105912179347,0.16207044926245667,0.39522710000966155,0.777872826549493,-0.3658766544048979,-0.13714157167621419,-0.013748682025385163,2011
9,Sevilla,0.5893020515166741,-0.05592022329975133,0.16207044926245667,0.6996711770472661,0.777872826549493,0.018019208420783767,-0.05733262900048568,0.00014199575765133808,2011
10,Athletic Bilbao,0.5230760106929335,-0.2645215057212961,-0.060274134023227906,1.3085593311224752,0.777872826549493,0.08200185222506405,0.34171208437815687,-0.015163625554438303,2011
11,Getafe,0.3906239290454523,-0.2645215057212961,0.38441503254814124,0.6996711770472661,0.777872826549493,-0.4938419420134585,0.26190314170242834,-0.037822476809261575,2011
12,Real Sociedad,0.3906239290454523,-0.2645215057212961,0.38441503254814124,0.6996711770472661,0.777872826549493,-0.1099460791877768,0.34171208437815687,-0.023931799026225078,2011
13,Real Betis,0.3906239290454523,-0.05592022329975133,0.8291041991195104,-0.2136610540655476,0.777872826549493,-0.045963435383496516,0.6609478550810709,-0.03559175117777767,2011
14,Espanyol,0.32439788822171167,-0.2645215057212961,0.6067596158338259,0.39522710000966155,0.777872826549493,-0.1099460791877768,0.6609478550810709,-0.03851447566837326,2011
15,Rayo Vallecano,0.1257197657504898,-0.05592022329975133,1.7184825322622488,-1.431437362215966,0.777872826549493,0.3379324274421852,2.0176998805684554,-0.08003177996333391,2011
16,Zaragoza,0.1257197657504898,-0.2645215057212961,1.2737933656908795,-0.5181051311031522,0.777872826549493,-0.7497725172305797,1.0599925684597133,-0.08597006637701442,2011
17,Granada,0.059493724926749154,-0.2645215057212961,1.4961379489765643,-0.8225492081407567,0.777872826549493,-0.8137551610348599,0.6609478550810709,-0.07066444506492477,2011
18,Villarreal,-0.006732315896991472,-0.8903253529859305,0.38441503254814124,1.61300340816008,0.777872826549493,-0.5578245858177387,0.4215210270538854,-0.04803653962093126,2011
19,Sporting Gijón,-0.271636479191954,-0.6817240705643858,1.7184825322622488,-0.5181051311031522,0.777872826549493,-0.3658766544048979,1.6984641098655415,-0.09759907271773724,2011
20,Racing Santander,-0.9338968874293603,-1.9333317650936546,1.2737933656908795,1.9174474851976844,0.777872826549493,-1.2616336676648219,1.2196104538111705,-0.11664320062285323,2011
