position,team,points,won,lost,draw,played,goals_for,goals_against,goal_difference,year
1,Real Madrid,3.437021806937521,3.2817002954449657,-2.283719966880074,-0.8225492081407567,0.777872826549493,3.7290125490690404,-0.5361862850548568,0.19153403117541792,2016
2,Barcelona,3.238343684466299,3.0730990130234206,-2.061375383594389,-0.8225492081407567,0.777872826549493,4.368838987111843,-0.8554220557577707,0.23534395272352204,2016
3,Atlético Madrid,2.4436311945814118,2.0300926009156965,-1.61668621702302,0.09078302297205697,0.777872826549493,1.42563737211495,-1.6535114825150559,0.1373553177614953,2016
4,Sevilla,2.046274949638968,1.612890036072607,-1.1719970504516508,0.09078302297205697,0.777872826549493,1.3616547283106697,0.10228525635097134,0.05422787173908466,2016
5,Villarreal,1.7151447455202649,1.1956874712295176,-0.9496524671659663,0.39522710000966155,0.777872826549493,0.529880358855026,-1.1746578264606848,0.07456315992993472,2016
6,Real Sociedad,1.516466623049043,1.1956874712295176,-0.28261871730891247,-0.5181051311031522,0.777872826549493,0.7218282902678669,0.4215210270538854,0.010417950190980563,2016
7,Athletic Bilbao,1.4502405822253024,1.1956874712295176,-0.060274134023227906,-0.8225492081407567,0.777872826549493,0.3379324274421852,-0.3765683997033997,0.029338294852777485,2016
8,Espanyol,0.986658296459118,0.36128234154333827,-0.28261871730891247,0.6996711770472661,0.777872826549493,0.08200185222506405,0.18209419902669985,-0.00787228723336421,2016
9,Alavés,0.9204322556353773,0.15268105912179347,-0.504963300594597,1.3085593311224752,0.777872826549493,-0.42985929820917823,-0.3765683997033997,-0.005734399034369616,2016
10,Eibar,0.8542062148116367,0.36128234154333827,0.16207044926245667,0.09078302297205697,0.777872826549493,0.529880358855026,0.26190314170242834,0.008941115040267884,2016
11,Málaga,0.32439788822171167,-0.2645215057212961,0.6067596158338259,0.39522710000966155,0.777872826549493,0.08200185222506405,0.5811389124053424,-0.026100633036049443,2016
12,Valencia,0.32439788822171167,-0.05592022329975133,1.051448782405195,-0.5181051311031522,0.777872826549493,0.529880358855026,1.3792283391626274,-0.04209825320725076,2016
13,Celta Vigo,0.25817184739797105,-0.05592022329975133,1.2737933656908795,-0.8225492081407567,0.777872826549493,0.3379324274421852,1.6984641098655415,-0.06544910332118574,2016
14,Las Palmas,-0.13918439754447273,-0.6817240705643858,1.2737933656908795,0.09078302297205697,0.777872826549493,0.3379324274421852,2.097508823244184,-0.08367744912387096,2016
15,Real Betis,-0.13918439754447273,-0.6817240705643858,1.2737933656908795,0.09078302297205697,0.777872826549493,-0.42985929820917823,1.299419396486899,-0.08229345140564759,2016
16,Deportivo La Coruña,-0.3378625200156946,-1.0989266354074754,1.051448782405195,1.0041152540848708,0.777872826549493,-0.30189401060061766,1.0599925684597133,-0.06551099494284526,2016
17,Leganés,-0.40408856083943523,-1.0989266354074754,1.2737933656908795,0.6996711770472661,0.777872826549493,-0.7497725172305797,0.5811389124053424,-0.06409605141379214,2016
18,Sporting Gijón,-0.6689927241343977,-1.3075279178290202,1.7184825322622488,0.39522710000966155,0.777872826549493,-0.3658766544048979,1.9378909378927272,-0.10853608019934836,2016
19,Osasuna,-1.2650270915480635,-1.9333317650936546,2.3855162821193026,0.39522710000966155,0.777872826549493,-0.4938419420134585,3.693687676758754,-0.19458625071235455,2016
20,Granada,-1.3974791731955447,-1.9333317650936546,2.8302054486906716,-0.2136610540655476,0.777872826549493,-1.1336683800562612,2.735980364650012,-0.18006546569186593,2016
