position,team,points,won,lost,draw,played,goals_for,goals_against,goal_difference,year
1,Barcelona,0.6555280923404148,2.2386938833372416,-2.283719966880074,-1.7358814392535704,-1.4776186879870306,3.0891861110262373,-1.7333204251907843,0.2169918236775177,1958
2,Real Madrid,0.3906239290454523,1.612890036072607,-2.061375383594389,-1.1269932851783613,-1.4776186879870306,2.6413076043962755,-1.493893597163599,0.18559574476173746,1958
3,Atlético Bilbao,-0.3378625200156946,0.7784849063864279,-0.504963300594597,-2.040325516291175,-1.4776186879870306,1.5536026597235106,-1.1746578264606848,0.1213267517794642,1958
4,Valencia,-0.5365406424869165,-0.05592022329975133,-0.7273078838802817,-0.5181051311031522,-1.4776186879870306,-0.045963435383496516,-0.5361862850548568,0.019093286230278027,1958
5,Atlético Madrid,-0.6027666833106571,-0.05592022329975133,-0.504963300594597,-0.8225492081407567,-1.4776186879870306,0.6578456464635866,0.02247631367524283,0.025723571503070204,1958
6,Betis,-0.6027666833106571,0.15268105912179347,-0.28261871730891247,-1.431437362215966,-1.4776186879870306,0.40191507124646547,0.4215210270538854,-0.004195672261997393,1958
7,Español,-0.801444805781879,-0.4731227881428409,-0.28261871730891247,-0.5181051311031522,-1.4776186879870306,-0.3658766544048979,-0.2169505143519427,-0.010103012864848115,1958
8,Osasuna,-0.8676708466056197,-0.2645215057212961,0.16207044926245667,-1.431437362215966,-1.4776186879870306,-0.23791136679633737,0.9003746831082564,-0.055296932131175584,1958
9,Zaragoza,-0.8676708466056197,-0.2645215057212961,0.16207044926245667,-1.431437362215966,-1.4776186879870306,-0.045963435383496516,0.980183625783985,-0.05017442781992586,1958
10,Real Sociedad,-0.8676708466056197,-0.8903253529859305,-0.504963300594597,0.39522710000966155,-1.4776186879870306,-1.0057030924477008,-1.1746578264606848,0.004417772155640525,1958
11,Oviedo,-0.9338968874293603,-0.4731227881428409,0.16207044926245667,-1.1269932851783613,-1.4776186879870306,-1.0696857362519812,0.10228525635097134,-0.05683565890354782,1958
12,Sevilla,-1.0001229282531008,-0.2645215057212961,0.6067596158338259,-2.040325516291175,-1.4776186879870306,-0.23791136679633737,0.820565740432528,-0.05165126297063854,1958
13,Granada,-1.0001229282531008,-0.4731227881428409,0.38441503254814124,-1.431437362215966,-1.4776186879870306,-1.1336683800562612,-0.3765683997033997,-0.03788436843092111,1958
14,Las Palmas,-1.132575009900582,-0.6817240705643858,0.6067596158338259,-1.431437362215966,-1.4776186879870306,-0.30189401060061766,1.6984641098655415,-0.09467634822714165,1958
15,Real Gijón,-1.3974791731955447,-1.3075279178290202,0.8291041991195104,-0.8225492081407567,-1.4776186879870306,-1.4535815990776628,1.77827305254127,-0.15093105821839933,1958
16,Celta,-1.861061458961729,-1.9333317650936546,1.7184825322622488,-1.1269932851783613,-1.4776186879870306,-1.7095121742947839,0.9003746831082564,-0.1225195954148742,1958
