position,team,points,won,lost,draw,played,goals_for,goals_against,goal_difference,year
1,Real Madrid,0.3906239290454523,1.821491318494152,-0.9496524671659663,-1.7358814392535704,-0.3498729307187688,1.873515878744912,-0.6159952277305852,0.1104206901086828,1977
2,Barcelona,-0.006732315896991472,0.5698836239648831,-0.9496524671659663,0.09078302297205697,-0.3498729307187688,0.08200185222506405,-1.493893597163599,0.06868676513791377,1977
3,Athletic Bilbao,-0.0729583567207321,0.5698836239648831,-0.7273078838802817,-0.2136610540655476,-0.3498729307187688,0.9137762216807077,-0.9352309984334993,0.08116249939189714,1977
4,Valencia,-0.13918439754447273,0.5698836239648831,-0.504963300594597,-0.5181051311031522,-0.3498729307187688,0.40191507124646547,-1.1746578264606848,0.06871771094874353,1977
5,Sporting Gijón,-0.13918439754447273,0.36128234154333827,-0.7273078838802817,0.09078302297205697,-0.3498729307187688,0.3379324274421852,-0.3765683997033997,0.029338294852777485,1977
6,Atlético Madrid,-0.3378625200156946,0.5698836239648831,0.16207044926245667,-1.431437362215966,-0.3498729307187688,0.8497935778764275,0.34171208437815687,0.019909068332708797,1977
7,Las Palmas,-0.40408856083943523,-0.2645215057212961,-0.504963300594597,0.6996711770472661,-0.3498729307187688,-0.30189401060061766,-0.5361862850548568,0.007402388267895661,1977
8,Sevilla,-0.47031460166317585,-0.05592022329975133,-0.060274134023227906,-0.2136610540655476,-0.3498729307187688,-0.6218072296220191,-0.2169505143519427,-0.021793910827230485,1977
9,Salamanca,-0.47031460166317585,0.15268105912179347,0.16207044926245667,-0.8225492081407567,-0.3498729307187688,-0.6857898734262994,-0.6159952277305852,-0.0064882895151408436,1977
10,Rayo Vallecano,-0.5365406424869165,-0.2645215057212961,-0.060274134023227906,0.09078302297205697,-0.3498729307187688,0.14598449602934432,0.9003746831082564,-0.03776058518760203,1977
11,Real Sociedad,-0.5365406424869165,-0.2645215057212961,-0.060274134023227906,0.09078302297205697,-0.3498729307187688,0.2739497836379049,-0.13714157167621419,0.015478562880570751,1977
12,Burgos,-0.6689927241343977,-0.6817240705643858,-0.060274134023227906,0.6996711770472661,-0.3498729307187688,-0.9417204486434205,-0.05733262900048568,-0.04369887160128253,1977
13,Racing Santander,-0.6689927241343977,-0.4731227881428409,0.16207044926245667,0.09078302297205697,-0.3498729307187688,-1.1976510238605416,-0.2169505143519427,-0.0480984312425908,1977
14,Español,-0.7352187649581383,-0.2645215057212961,0.6067596158338259,-0.8225492081407567,-0.3498729307187688,0.018019208420783767,0.980183625783985,-0.04725170332933027,1977
15,Hércules,-0.7352187649581383,-0.6817240705643858,0.16207044926245667,0.39522710000966155,-0.3498729307187688,-1.0057030924477008,-0.6159952277305852,-0.0211019119681188,1977
16,Real Betis,-0.7352187649581383,-0.4731227881428409,0.38441503254814124,-0.2136610540655476,-0.3498729307187688,0.2099671398336246,0.34171208437815687,-0.009318176573247119,1977
17,Elche,-0.9338968874293603,-0.4731227881428409,1.051448782405195,-1.1269932851783613,-0.3498729307187688,-0.23791136679633737,1.459037281838356,-0.0808166162549349,1977
18,Cádiz,-1.2650270915480635,-1.3075279178290202,1.2737933656908795,-0.2136610540655476,-0.3498729307187688,-1.1336683800562612,1.6984641098655415,-0.13267176660488433,1977
