position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
13,Getafe,38.0,12,11,15,38,46,−8,47,2004-05
9,Getafe,38.0,15,9,14,54,49,+5,54,2005-06
9,Getafe,38.0,14,10,14,39,33,+6,52,2006-07
14,Getafe,38.0,12,11,15,44,48,−4,47,2007-08
17,Getafe,38.0,10,12,16,50,56,−6,42,2008-09
6,Getafe,38.0,17,7,14,58,48,+10,58,2009-10
