Home,Away,Score
UD Almería,Athletic Bilbao,1–4
UD Almería,Atlético Madrid,1–0
UD Almería,FC Barcelona,2–2
UD Almería,Deportivo de La Coruña,1–1
UD Almería,RCD Espanyol,0–1
UD Almería,Getafe CF,1–0
UD Almería,Málaga CF,1–0
UD Almería,RCD Mallorca,1–1
UD Almería,CA Osasuna,2–0
UD Almería,Racing de Santander,2–2
UD Almería,Real Madrid C.F.,1–2
UD Almería,Sevilla FC,2–3
UD Almería,Sporting de Gijón,3–1
UD Almería,CD Tenerife,1–1
UD Almería,Valencia CF,0–3
UD Almería,Real Valladolid,0–0
UD Almería,Villarreal CF,4–2
UD Almería,Xerez CD,1–0
UD Almería,Real Zaragoza,1–0
Athletic Bilbao,UD Almería,4–1
Athletic Bilbao,Atlético Madrid,1–0
Athletic Bilbao,FC Barcelona,1–1
Athletic Bilbao,Deportivo de La Coruña,2–0
Athletic Bilbao,RCD Espanyol,1–0
Athletic Bilbao,Getafe CF,2–2
Athletic Bilbao,Málaga CF,1–1
Athletic Bilbao,RCD Mallorca,1–3
Athletic Bilbao,CA Osasuna,2–0
Athletic Bilbao,Racing de Santander,4–3
Athletic Bilbao,Real Madrid C.F.,1–0
Athletic Bilbao,Sevilla FC,0–4
Athletic Bilbao,Sporting de Gijón,1–2
Athletic Bilbao,CD Tenerife,4–1
Athletic Bilbao,Valencia CF,1–2
Athletic Bilbao,Real Valladolid,2–0
Athletic Bilbao,Villarreal CF,3–2
Athletic Bilbao,Xerez CD,3–2
Athletic Bilbao,Real Zaragoza,0–0
Atlético Madrid,UD Almería,2–2
Atlético Madrid,Athletic Bilbao,2–0
Atlético Madrid,FC Barcelona,2–1
Atlético Madrid,Deportivo de La Coruña,3–0
Atlético Madrid,RCD Espanyol,4–0
Atlético Madrid,Getafe CF,0–3
Atlético Madrid,Málaga CF,0–2
Atlético Madrid,RCD Mallorca,1–1
Atlético Madrid,CA Osasuna,1–0
Atlético Madrid,Racing de Santander,1–1
Atlético Madrid,Real Madrid C.F.,2–3
Atlético Madrid,Sevilla FC,2–1
Atlético Madrid,Sporting de Gijón,3–2
Atlético Madrid,CD Tenerife,3–1
Atlético Madrid,Valencia CF,4–1
Atlético Madrid,Real Valladolid,3–1
Atlético Madrid,Villarreal CF,1–2
Atlético Madrid,Xerez CD,1–2
Atlético Madrid,Real Zaragoza,2–1
FC Barcelona,UD Almería,1–0
FC Barcelona,Athletic Bilbao,4–1
FC Barcelona,Atlético Madrid,5–2
FC Barcelona,Deportivo de La Coruña,3–0
FC Barcelona,RCD Espanyol,1–0
FC Barcelona,Getafe CF,2–1
FC Barcelona,Málaga CF,2–1
FC Barcelona,RCD Mallorca,4–2
FC Barcelona,CA Osasuna,2–0
FC Barcelona,Racing de Santander,4–0
FC Barcelona,Real Madrid C.F.,1–0
FC Barcelona,Sevilla FC,4–0
FC Barcelona,Sporting de Gijón,3–0
FC Barcelona,CD Tenerife,4–1
FC Barcelona,Valencia CF,3–0
FC Barcelona,Real Valladolid,4–0
FC Barcelona,Villarreal CF,1–1
FC Barcelona,Xerez CD,3–1
FC Barcelona,Real Zaragoza,6–1
Deportivo de La Coruña,UD Almería,0–0
Deportivo de La Coruña,Athletic Bilbao,3–1
Deportivo de La Coruña,Atlético Madrid,2–1
Deportivo de La Coruña,FC Barcelona,1–3
Deportivo de La Coruña,RCD Espanyol,2–3
Deportivo de La Coruña,Getafe CF,1–3
Deportivo de La Coruña,Málaga CF,1–0
Deportivo de La Coruña,RCD Mallorca,1–0
Deportivo de La Coruña,CA Osasuna,1–0
Deportivo de La Coruña,Racing de Santander,1–1
Deportivo de La Coruña,Real Madrid C.F.,1–3
Deportivo de La Coruña,Sevilla FC,1–0
Deportivo de La Coruña,Sporting de Gijón,1–1
Deportivo de La Coruña,CD Tenerife,3–1
Deportivo de La Coruña,Valencia CF,0–0
Deportivo de La Coruña,Real Valladolid,0–2
Deportivo de La Coruña,Villarreal CF,1–0
Deportivo de La Coruña,Xerez CD,2–1
Deportivo de La Coruña,Real Zaragoza,0–1
RCD Espanyol,UD Almería,2–0
RCD Espanyol,Athletic Bilbao,1–0
RCD Espanyol,Atlético Madrid,3–0
RCD Espanyol,FC Barcelona,0–0
RCD Espanyol,Deportivo de La Coruña,2–0
RCD Espanyol,Getafe CF,0–2
RCD Espanyol,Málaga CF,2–1
RCD Espanyol,RCD Mallorca,1–1
RCD Espanyol,CA Osasuna,2–1
RCD Espanyol,Racing de Santander,0–4
RCD Espanyol,Real Madrid C.F.,0–3
RCD Espanyol,Sevilla FC,2–0
RCD Espanyol,Sporting de Gijón,0–0
RCD Espanyol,CD Tenerife,2–1
RCD Espanyol,Valencia CF,0–2
RCD Espanyol,Real Valladolid,1–1
RCD Espanyol,Villarreal CF,0–0
RCD Espanyol,Xerez CD,0–0
RCD Espanyol,Real Zaragoza,2–1
Getafe CF,UD Almería,2–2
Getafe CF,Athletic Bilbao,2–0
Getafe CF,Atlético Madrid,1–0
Getafe CF,FC Barcelona,0–2
Getafe CF,Deportivo de La Coruña,0–2
Getafe CF,RCD Espanyol,1–1
Getafe CF,Málaga CF,2–1
Getafe CF,RCD Mallorca,3–0
Getafe CF,CA Osasuna,2–1
Getafe CF,Racing de Santander,0–0
Getafe CF,Real Madrid C.F.,2–4
Getafe CF,Sevilla FC,4–3
Getafe CF,Sporting de Gijón,1–1
Getafe CF,CD Tenerife,2–1
Getafe CF,Valencia CF,3–1
Getafe CF,Real Valladolid,1–0
Getafe CF,Villarreal CF,3–0
Getafe CF,Xerez CD,5–1
Getafe CF,Real Zaragoza,0–2
Málaga CF,UD Almería,1–2
Málaga CF,Athletic Bilbao,1–1
Málaga CF,Atlético Madrid,3–0
Málaga CF,FC Barcelona,0–2
Málaga CF,Deportivo de La Coruña,0–0
Málaga CF,RCD Espanyol,2–1
Málaga CF,Getafe CF,1–0
Málaga CF,RCD Mallorca,2–1
Málaga CF,CA Osasuna,1–1
Málaga CF,Racing de Santander,1–2
Málaga CF,Real Madrid C.F.,1–1
Málaga CF,Sevilla FC,1–2
Málaga CF,Sporting de Gijón,1–1
Málaga CF,CD Tenerife,1–1
Málaga CF,Valencia CF,0–1
Málaga CF,Real Valladolid,0–0
Málaga CF,Villarreal CF,2–0
Málaga CF,Xerez CD,2–4
Málaga CF,Real Zaragoza,1–1
RCD Mallorca,UD Almería,3–1
RCD Mallorca,Athletic Bilbao,2–0
RCD Mallorca,Atlético Madrid,4–1
RCD Mallorca,FC Barcelona,0–1
RCD Mallorca,Deportivo de La Coruña,2–0
RCD Mallorca,RCD Espanyol,2–0
RCD Mallorca,Getafe CF,3–1
RCD Mallorca,Málaga CF,1–1
RCD Mallorca,CA Osasuna,2–0
RCD Mallorca,Racing de Santander,1–0
RCD Mallorca,Real Madrid C.F.,1–4
RCD Mallorca,Sevilla FC,1–3
RCD Mallorca,Sporting de Gijón,3–0
RCD Mallorca,CD Tenerife,4–0
RCD Mallorca,Valencia CF,3–2
RCD Mallorca,Real Valladolid,3–0
RCD Mallorca,Villarreal CF,1–0
RCD Mallorca,Xerez CD,2–0
RCD Mallorca,Real Zaragoza,4–1
CA Osasuna,UD Almería,1–0
CA Osasuna,Athletic Bilbao,0–0
CA Osasuna,Atlético Madrid,3–0
CA Osasuna,FC Barcelona,1–1
CA Osasuna,Deportivo de La Coruña,3–1
CA Osasuna,RCD Espanyol,2–0
CA Osasuna,Getafe CF,0–0
CA Osasuna,Málaga CF,2–2
CA Osasuna,RCD Mallorca,0–1
CA Osasuna,Racing de Santander,1–3
CA Osasuna,Real Madrid C.F.,0–0
CA Osasuna,Sevilla FC,0–2
CA Osasuna,Sporting de Gijón,1–0
CA Osasuna,CD Tenerife,1–0
CA Osasuna,Valencia CF,1–3
CA Osasuna,Real Valladolid,1–1
CA Osasuna,Villarreal CF,1–1
CA Osasuna,Xerez CD,1–1
CA Osasuna,Real Zaragoza,2–0
Racing de Santander,UD Almería,0–2
Racing de Santander,Athletic Bilbao,0–2
Racing de Santander,Atlético Madrid,1–1
Racing de Santander,FC Barcelona,1–4
Racing de Santander,Deportivo de La Coruña,0–1
Racing de Santander,RCD Espanyol,3–1
Racing de Santander,Getafe CF,1–4
Racing de Santander,Málaga CF,0–3
Racing de Santander,RCD Mallorca,0–0
Racing de Santander,CA Osasuna,1–1
Racing de Santander,Real Madrid C.F.,0–2
Racing de Santander,Sevilla FC,1–5
Racing de Santander,Sporting de Gijón,2–0
Racing de Santander,CD Tenerife,2–0
Racing de Santander,Valencia CF,0–1
Racing de Santander,Real Valladolid,1–1
Racing de Santander,Villarreal CF,1–2
Racing de Santander,Xerez CD,3–2
Racing de Santander,Real Zaragoza,0–0
Real Madrid C.F.,UD Almería,4–2
Real Madrid C.F.,Athletic Bilbao,5–1
Real Madrid C.F.,Atlético Madrid,3–2
Real Madrid C.F.,FC Barcelona,0–2
Real Madrid C.F.,Deportivo de La Coruña,3–2
Real Madrid C.F.,RCD Espanyol,3–0
Real Madrid C.F.,Getafe CF,2–0
Real Madrid C.F.,Málaga CF,2–0
