Home,Away,Score
Deportivo de La Coruña,RCD Mallorca,1–0
Deportivo de La Coruña,CA Osasuna,2–0
Deportivo de La Coruña,Rayo Vallecano,0–0
Deportivo de La Coruña,Real Madrid C.F.,1–2
Deportivo de La Coruña,Real Sociedad,0–1
Deportivo de La Coruña,Sevilla FC,0–2
Deportivo de La Coruña,Valencia CF,2–3
Deportivo de La Coruña,Real Valladolid,0–0
Deportivo de La Coruña,Real Zaragoza,3–2
RCD Espanyol,Athletic Bilbao,3–3
RCD Espanyol,Atlético Madrid,0–1
RCD Espanyol,FC Barcelona,0–2
RCD Espanyol,Real Betis,1–0
RCD Espanyol,Celta de Vigo,1–0
RCD Espanyol,Deportivo de La Coruña,2–0
RCD Espanyol,Getafe CF,0–2
RCD Espanyol,Granada CF,0–1
RCD Espanyol,Levante UD,3–2
RCD Espanyol,Málaga CF,0–0
RCD Espanyol,RCD Mallorca,3–2
RCD Espanyol,CA Osasuna,0–3
RCD Espanyol,Rayo Vallecano,3–2
RCD Espanyol,Real Madrid C.F.,1–1
RCD Espanyol,Real Sociedad,2–2
RCD Espanyol,Sevilla FC,2–2
RCD Espanyol,Valencia CF,3–3
RCD Espanyol,Real Valladolid,0–0
RCD Espanyol,Real Zaragoza,1–2
Getafe CF,Athletic Bilbao,1–0
Getafe CF,Atlético Madrid,0–0
Getafe CF,FC Barcelona,1–4
Getafe CF,Real Betis,2–4
Getafe CF,Celta de Vigo,3–1
Getafe CF,Deportivo de La Coruña,3–1
Getafe CF,RCD Espanyol,0–2
Getafe CF,Granada CF,2–2
Getafe CF,Levante UD,0–1
Getafe CF,Málaga CF,1–0
Getafe CF,RCD Mallorca,1–0
Getafe CF,CA Osasuna,1–1
Getafe CF,Rayo Vallecano,1–2
Getafe CF,Real Madrid C.F.,2–1
Getafe CF,Real Sociedad,2–1
Getafe CF,Sevilla FC,1–1
Getafe CF,Valencia CF,0–1
Getafe CF,Real Valladolid,2–1
Getafe CF,Real Zaragoza,2–0
Granada CF,Athletic Bilbao,1–2
Granada CF,Atlético Madrid,0–1
Granada CF,FC Barcelona,1–2
Granada CF,Real Betis,1–5
Granada CF,Celta de Vigo,2–1
Granada CF,Deportivo de La Coruña,1–1
Granada CF,RCD Espanyol,0–0
Granada CF,Getafe CF,2–0
Granada CF,Levante UD,1–1
Granada CF,Málaga CF,1–0
Granada CF,RCD Mallorca,1–2
Granada CF,CA Osasuna,3–0
Granada CF,Rayo Vallecano,2–0
Granada CF,Real Madrid C.F.,1–0
Granada CF,Real Sociedad,0–0
Granada CF,Sevilla FC,1–1
Granada CF,Valencia CF,1–2
Granada CF,Real Valladolid,1–1
Granada CF,Real Zaragoza,1–2
Levante UD,Athletic Bilbao,3–1
Levante UD,Atlético Madrid,1–1
Levante UD,FC Barcelona,0–4
Levante UD,Real Betis,1–1
Levante UD,Celta de Vigo,0–1
Levante UD,Deportivo de La Coruña,0–4
Levante UD,RCD Espanyol,3–2
Levante UD,Getafe CF,0–0
Levante UD,Granada CF,3–1
Levante UD,Málaga CF,1–2
Levante UD,RCD Mallorca,4–2
Levante UD,CA Osasuna,0–2
Levante UD,Rayo Vallecano,2–3
Levante UD,Real Madrid C.F.,1–2
Levante UD,Real Sociedad,2–1
Levante UD,Sevilla FC,1–0
Levante UD,Valencia CF,1–0
Levante UD,Real Valladolid,2–1
Levante UD,Real Zaragoza,0–0
Málaga CF,Athletic Bilbao,1–0
Málaga CF,Atlético Madrid,0–0
Málaga CF,FC Barcelona,1–3
Málaga CF,Real Betis,4–0
Málaga CF,Celta de Vigo,1–1
Málaga CF,Deportivo de La Coruña,3–1
Málaga CF,RCD Espanyol,0–2
Málaga CF,Getafe CF,2–1
Málaga CF,Granada CF,4–0
Málaga CF,Levante UD,3–1
Málaga CF,RCD Mallorca,1–1
Málaga CF,CA Osasuna,1–0
Málaga CF,Rayo Vallecano,1–2
Málaga CF,Real Madrid C.F.,3–2
Málaga CF,Real Sociedad,1–2
Málaga CF,Sevilla FC,0–0
Málaga CF,Valencia CF,4–0
Málaga CF,Real Valladolid,2–1
Málaga CF,Real Zaragoza,1–1
RCD Mallorca,Athletic Bilbao,0–1
RCD Mallorca,Atlético Madrid,1–1
RCD Mallorca,FC Barcelona,2–4
RCD Mallorca,Real Betis,1–0
RCD Mallorca,Celta de Vigo,1–0
RCD Mallorca,Deportivo de La Coruña,2–3
RCD Mallorca,RCD Espanyol,2–1
RCD Mallorca,Getafe CF,1–3
RCD Mallorca,Granada CF,1–2
RCD Mallorca,Levante UD,1–1
RCD Mallorca,Málaga CF,2–3
RCD Mallorca,CA Osasuna,1–1
RCD Mallorca,Rayo Vallecano,1–1
RCD Mallorca,Real Madrid C.F.,2–5
RCD Mallorca,Real Sociedad,1–0
RCD Mallorca,Sevilla FC,2–1
RCD Mallorca,Valencia CF,2–0
RCD Mallorca,Real Valladolid,6–2
RCD Mallorca,Real Zaragoza,1–1
CA Osasuna,Athletic Bilbao,0–1
CA Osasuna,Atlético Madrid,0–2
CA Osasuna,FC Barcelona,1–2
CA Osasuna,Real Betis,0–0
CA Osasuna,Celta de Vigo,1–0
CA Osasuna,Deportivo de La Coruña,2–1
CA Osasuna,RCD Espanyol,0–2
CA Osasuna,Getafe CF,1–0
CA Osasuna,Granada CF,1–2
CA Osasuna,Levante UD,4–0
CA Osasuna,Málaga CF,0–0
CA Osasuna,RCD Mallorca,1–1
CA Osasuna,Rayo Vallecano,1–0
CA Osasuna,Real Madrid C.F.,0–0
CA Osasuna,Real Sociedad,0–0
CA Osasuna,Sevilla FC,2–1
CA Osasuna,Valencia CF,0–1
CA Osasuna,Real Valladolid,0–1
CA Osasuna,Real Zaragoza,1–0
Rayo Vallecano,Athletic Bilbao,2–2
Rayo Vallecano,Atlético Madrid,2–1
Rayo Vallecano,FC Barcelona,0–5
Rayo Vallecano,Real Betis,3–0
Rayo Vallecano,Celta de Vigo,3–2
Rayo Vallecano,Deportivo de La Coruña,2–1
Rayo Vallecano,RCD Espanyol,2–0
Rayo Vallecano,Getafe CF,3–1
Rayo Vallecano,Granada CF,1–0
Rayo Vallecano,Levante UD,3–0
Rayo Vallecano,Málaga CF,1–3
Rayo Vallecano,RCD Mallorca,2–0
Rayo Vallecano,CA Osasuna,2–2
Rayo Vallecano,Real Madrid C.F.,0–2
Rayo Vallecano,Real Sociedad,0–2
Rayo Vallecano,Sevilla FC,0–0
Rayo Vallecano,Valencia CF,0–4
Rayo Vallecano,Real Valladolid,1–2
Rayo Vallecano,Real Zaragoza,0–2
Real Madrid C.F.,Athletic Bilbao,5–1
Real Madrid C.F.,Atlético Madrid,2–0
Real Madrid C.F.,FC Barcelona,2–1
Real Madrid C.F.,Real Betis,3–1
Real Madrid C.F.,Celta de Vigo,2–0
Real Madrid C.F.,Deportivo de La Coruña,5–1
Real Madrid C.F.,RCD Espanyol,2–2
Real Madrid C.F.,Getafe CF,4–0
Real Madrid C.F.,Granada CF,3–0
Real Madrid C.F.,Levante UD,5–1
Real Madrid C.F.,Málaga CF,6–2
Real Madrid C.F.,RCD Mallorca,5–2
Real Madrid C.F.,CA Osasuna,4–2
Real Madrid C.F.,Rayo Vallecano,2–0
Real Madrid C.F.,Real Sociedad,4–3
Real Madrid C.F.,Sevilla FC,4–1
Real Madrid C.F.,Valencia CF,1–1
Real Madrid C.F.,Real Valladolid,4–3
Real Madrid C.F.,Real Zaragoza,4–0
Real Sociedad,Athletic Bilbao,2–0
Real Sociedad,Atlético Madrid,0–1
Real Sociedad,FC Barcelona,3–2
Real Sociedad,Real Betis,3–3
Real Sociedad,Celta de Vigo,2–1
Real Sociedad,Deportivo de La Coruña,1–1
Real Sociedad,RCD Espanyol,0–1
Real Sociedad,Getafe CF,1–1
Real Sociedad,Granada CF,2–2
Real Sociedad,Levante UD,1–1
Real Sociedad,Málaga CF,4–2
Real Sociedad,RCD Mallorca,3–0
Real Sociedad,CA Osasuna,0–0
Real Sociedad,Rayo Vallecano,4–0
Real Sociedad,Real Madrid C.F.,3–3
Real Sociedad,Sevilla FC,2–1
Real Sociedad,Valencia CF,4–2
Real Sociedad,Real Valladolid,4–1
Real Sociedad,Real Zaragoza,2–0
Sevilla FC,Athletic Bilbao,2–1
Sevilla FC,Atlético Madrid,0–1
Sevilla FC,FC Barcelona,2–3
Sevilla FC,Real Betis,5–1
Sevilla FC,Celta de Vigo,4–1
Sevilla FC,Deportivo de La Coruña,3–1
Sevilla FC,RCD Espanyol,3–0
Sevilla FC,Getafe CF,2–1
Sevilla FC,Granada CF,3–0
Sevilla FC,Levante UD,0–0
Sevilla FC,Málaga CF,0–2
Sevilla FC,RCD Mallorca,3–2
Sevilla FC,CA Osasuna,1–0
Sevilla FC,Rayo Vallecano,2–1
Sevilla FC,Real Madrid C.F.,1–0
Sevilla FC,Real Sociedad,1–2
Sevilla FC,Valencia CF,4–3
Sevilla FC,Real Valladolid,1–2
Sevilla FC,Real Zaragoza,4–0
Valencia CF,Athletic Bilbao,3–2
Valencia CF,Atlético Madrid,2–0
Valencia CF,FC Barcelona,1–1
Valencia CF,Real Betis,3–0
Valencia CF,Celta de Vigo,2–1
Valencia CF,Deportivo de La Coruña,3–3
Valencia CF,RCD Espanyol,2–1
Valencia CF,Getafe CF,4–2
Valencia CF,Granada CF,1–0
Valencia CF,Levante UD,2–2
Valencia CF,Málaga CF,5–1
Valencia CF,RCD Mallorca,2–0
Valencia CF,CA Osasuna,4–0
Valencia CF,Rayo Vallecano,0–1
Valencia CF,Real Madrid C.F.,0–5
Valencia CF,Real Sociedad,2–5
Valencia CF,Sevilla FC,2–0
Valencia CF,Real Valladolid,2–1
Valencia CF,Real Zaragoza,2–0
Real Valladolid,Athletic Bilbao,2–2
Real Valladolid,Atlético Madrid,0–3
Real Valladolid,FC Barcelona,1–3
Real Valladolid,Real Betis,0–1
Real Valladolid,Celta de Vigo,0–2
Real Valladolid,Deportivo de La Coruña,1–0
Real Valladolid,RCD Espanyol,1–1
Real Valladolid,Getafe CF,2–1
Real Valladolid,Granada CF,1–0
Real Valladolid,Levante UD,2–0
Real Valladolid,Málaga CF,1–1
Real Valladolid,RCD Mallorca,3–1
Real Valladolid,CA Osasuna,1–3
Real Valladolid,Rayo Vallecano,6–1
Real Valladolid,Real Madrid C.F.,2–3
Real Valladolid,Real Sociedad,2–2
Real Valladolid,Sevilla FC,1–1
Real Valladolid,Valencia CF,1–1
Real Valladolid,Real Zaragoza,2–0
Real Zaragoza,Athletic Bilbao,1–2
Real Zaragoza,Atlético Madrid,1–3
Real Zaragoza,FC Barcelona,0–3
Real Zaragoza,Real Betis,1–2
Real Zaragoza,Celta de Vigo,0–1
Real Zaragoza,Deportivo de La Coruña,5–3
Real Zaragoza,RCD Espanyol,0–0
Real Zaragoza,Getafe CF,0–1
Real Zaragoza,Granada CF,0–0
Real Zaragoza,Levante UD,0–1
Real Zaragoza,Málaga CF,0–1
Real Zaragoza,RCD Mallorca,3–2
Real Zaragoza,CA Osasuna,3–1
Real Zaragoza,Rayo Vallecano,3–0
Real Zaragoza,Real Madrid C.F.,1–1
Real Zaragoza,Real Sociedad,1–2
Real Zaragoza,Sevilla FC,2–1
Real Zaragoza,Valencia CF,2–2
Real Zaragoza,Real Valladolid,0–1
