Home,Away,Score
Cádiz CF,Real Madrid C.F.,0–2
Cádiz CF,Real Oviedo,1–1
Cádiz CF,Real Sociedad,1–1
Cádiz CF,Sevilla FC,0–0
Cádiz CF,Sporting de Gijón,0–3
Cádiz CF,Valencia CF,1–1
Cádiz CF,Real Valladolid,1–1
Cádiz CF,Real Zaragoza,1–1
Celta de Vigo,Athletic Bilbao,1–2
Celta de Vigo,Atlético Madrid,0–3
Celta de Vigo,FC Barcelona,0–3
Celta de Vigo,Real Betis,0–0
Celta de Vigo,Cádiz CF,3–2
Celta de Vigo,Elche CF,3–0
Celta de Vigo,RCD Espanyol,0–0
Celta de Vigo,CD Logroñés,1–0
Celta de Vigo,Málaga CF,2–0
Celta de Vigo,Real Murcia,0–0
Celta de Vigo,CA Osasuna,1–0
Celta de Vigo,Real Madrid C.F.,2–0
Celta de Vigo,Real Oviedo,1–2
Celta de Vigo,Real Sociedad,2–2
Celta de Vigo,Sevilla FC,1–0
Celta de Vigo,Sporting de Gijón,2–1
Celta de Vigo,Valencia CF,2–0
Celta de Vigo,Real Valladolid,1–1
Celta de Vigo,Real Zaragoza,1–1
Elche CF,Athletic Bilbao,2–0
Elche CF,Atlético Madrid,1–3
Elche CF,FC Barcelona,0–3
Elche CF,Real Betis,0–0
Elche CF,Cádiz CF,2–2
Elche CF,Celta de Vigo,0–1
Elche CF,RCD Espanyol,1–1
Elche CF,CD Logroñés,1–2
Elche CF,Málaga CF,0–2
Elche CF,Real Murcia,3–0
Elche CF,CA Osasuna,0–1
Elche CF,Real Madrid C.F.,1–3
Elche CF,Real Oviedo,0–1
Elche CF,Real Sociedad,1–1
Elche CF,Sevilla FC,1–2
Elche CF,Sporting de Gijón,0–0
Elche CF,Valencia CF,0–1
Elche CF,Real Valladolid,1–0
Elche CF,Real Zaragoza,1–4
RCD Espanyol,Athletic Bilbao,1–0
RCD Espanyol,Atlético Madrid,1–0
RCD Espanyol,FC Barcelona,2–2
RCD Espanyol,Real Betis,0–0
RCD Espanyol,Cádiz CF,0–2
RCD Espanyol,Celta de Vigo,1–1
RCD Espanyol,Elche CF,1–1
RCD Espanyol,CD Logroñés,2–0
RCD Espanyol,Málaga CF,0–1
RCD Espanyol,Real Murcia,3–0
RCD Espanyol,CA Osasuna,1–1
RCD Espanyol,Real Madrid C.F.,1–4
RCD Espanyol,Real Oviedo,1–2
RCD Espanyol,Real Sociedad,1–1
RCD Espanyol,Sevilla FC,1–1
RCD Espanyol,Sporting de Gijón,2–1
RCD Espanyol,Valencia CF,0–1
RCD Espanyol,Real Valladolid,0–1
RCD Espanyol,Real Zaragoza,2–2
CD Logroñés,Athletic Bilbao,1–1
CD Logroñés,Atlético Madrid,1–0
CD Logroñés,FC Barcelona,0–2
CD Logroñés,Real Betis,3–1
CD Logroñés,Cádiz CF,1–0
CD Logroñés,Celta de Vigo,1–1
CD Logroñés,Elche CF,2–1
CD Logroñés,RCD Espanyol,0–0
CD Logroñés,Málaga CF,1–0
CD Logroñés,Real Murcia,0–0
CD Logroñés,CA Osasuna,1–1
CD Logroñés,Real Madrid C.F.,0–1
CD Logroñés,Real Oviedo,1–1
CD Logroñés,Real Sociedad,1–1
CD Logroñés,Sevilla FC,0–0
CD Logroñés,Sporting de Gijón,1–0
CD Logroñés,Valencia CF,0–1
CD Logroñés,Real Valladolid,1–1
CD Logroñés,Real Zaragoza,0–2
Málaga CF,Athletic Bilbao,1–1
Málaga CF,Atlético Madrid,1–2
Málaga CF,FC Barcelona,2–2
Málaga CF,Real Betis,2–2
Málaga CF,Cádiz CF,0–2
Málaga CF,Celta de Vigo,2–2
Málaga CF,Elche CF,2–1
Málaga CF,RCD Espanyol,1–0
Málaga CF,CD Logroñés,1–0
Málaga CF,Real Murcia,1–3
Málaga CF,CA Osasuna,1–2
Málaga CF,Real Madrid C.F.,2–2
Málaga CF,Real Oviedo,1–1
Málaga CF,Real Sociedad,1–0
Málaga CF,Sevilla FC,1–0
Málaga CF,Sporting de Gijón,1–0
Málaga CF,Valencia CF,0–1
Málaga CF,Real Valladolid,0–0
Málaga CF,Real Zaragoza,1–3
Real Murcia,Athletic Bilbao,1–1
Real Murcia,Atlético Madrid,1–1
Real Murcia,FC Barcelona,2–0
Real Murcia,Real Betis,0–2
Real Murcia,Cádiz CF,0–1
Real Murcia,Celta de Vigo,1–2
Real Murcia,Elche CF,0–1
Real Murcia,RCD Espanyol,1–0
Real Murcia,CD Logroñés,0–0
Real Murcia,Málaga CF,1–0
Real Murcia,CA Osasuna,6–1
Real Murcia,Real Madrid C.F.,0–3
Real Murcia,Real Oviedo,0–0
Real Murcia,Real Sociedad,0–1
Real Murcia,Sevilla FC,1–2
Real Murcia,Sporting de Gijón,0–3
Real Murcia,Valencia CF,0–1
Real Murcia,Real Valladolid,2–1
Real Murcia,Real Zaragoza,0–3
CA Osasuna,Athletic Bilbao,1–0
CA Osasuna,Atlético Madrid,2–0
CA Osasuna,FC Barcelona,1–1
CA Osasuna,Real Betis,3–1
CA Osasuna,Cádiz CF,0–1
CA Osasuna,Celta de Vigo,1–0
CA Osasuna,Elche CF,1–1
CA Osasuna,RCD Espanyol,0–0
CA Osasuna,CD Logroñés,0–0
CA Osasuna,Málaga CF,1–0
CA Osasuna,Real Murcia,1–0
CA Osasuna,Real Madrid C.F.,1–1
CA Osasuna,Real Oviedo,3–1
CA Osasuna,Real Sociedad,1–0
CA Osasuna,Sevilla FC,1–3
CA Osasuna,Sporting de Gijón,0–0
CA Osasuna,Valencia CF,0–1
CA Osasuna,Real Valladolid,0–2
CA Osasuna,Real Zaragoza,3–0
Real Madrid C.F.,Athletic Bilbao,3–3
Real Madrid C.F.,Atlético Madrid,2–1
Real Madrid C.F.,FC Barcelona,3–2
Real Madrid C.F.,Real Betis,5–1
Real Madrid C.F.,Cádiz CF,4–0
Real Madrid C.F.,Celta de Vigo,4–1
Real Madrid C.F.,Elche CF,4–2
Real Madrid C.F.,RCD Espanyol,3–0
Real Madrid C.F.,CD Logroñés,1–0
Real Madrid C.F.,Málaga CF,2–1
Real Madrid C.F.,Real Murcia,3–0
Real Madrid C.F.,CA Osasuna,2–2
Real Madrid C.F.,Real Oviedo,1–0
Real Madrid C.F.,Real Sociedad,2–2
Real Madrid C.F.,Sevilla FC,3–0
Real Madrid C.F.,Sporting de Gijón,5–1
Real Madrid C.F.,Valencia CF,2–1
Real Madrid C.F.,Real Valladolid,3–2
Real Madrid C.F.,Real Zaragoza,4–0
Real Oviedo,Athletic Bilbao,0–3
Real Oviedo,Atlético Madrid,5–2
Real Oviedo,FC Barcelona,1–2
Real Oviedo,Real Betis,0–3
Real Oviedo,Cádiz CF,1–0
Real Oviedo,Celta de Vigo,4–0
Real Oviedo,Elche CF,3–0
Real Oviedo,RCD Espanyol,0–1
Real Oviedo,CD Logroñés,1–1
Real Oviedo,Málaga CF,2–3
Real Oviedo,Real Murcia,2–0
Real Oviedo,CA Osasuna,3–2
Real Oviedo,Real Madrid C.F.,1–3
Real Oviedo,Real Sociedad,1–0
Real Oviedo,Sevilla FC,0–0
Real Oviedo,Sporting de Gijón,1–0
Real Oviedo,Valencia CF,0–0
Real Oviedo,Real Valladolid,0–1
Real Oviedo,Real Zaragoza,1–1
Real Sociedad,Athletic Bilbao,1–0
Real Sociedad,Atlético Madrid,1–2
Real Sociedad,FC Barcelona,0–1
Real Sociedad,Real Betis,2–1
Real Sociedad,Cádiz CF,0–0
Real Sociedad,Celta de Vigo,4–2
Real Sociedad,Elche CF,1–0
Real Sociedad,RCD Espanyol,0–1
Real Sociedad,CD Logroñés,2–2
Real Sociedad,Málaga CF,2–2
Real Sociedad,Real Murcia,0–2
Real Sociedad,CA Osasuna,2–1
Real Sociedad,Real Madrid C.F.,1–1
Real Sociedad,Real Oviedo,0–0
Real Sociedad,Sevilla FC,1–0
Real Sociedad,Sporting de Gijón,2–1
Real Sociedad,Valencia CF,0–0
Real Sociedad,Real Valladolid,1–0
Real Sociedad,Real Zaragoza,2–1
Sevilla FC,Athletic Bilbao,0–0
Sevilla FC,Atlético Madrid,4–1
Sevilla FC,FC Barcelona,1–1
Sevilla FC,Real Betis,1–0
Sevilla FC,Cádiz CF,1–1
Sevilla FC,Celta de Vigo,1–3
Sevilla FC,Elche CF,4–1
Sevilla FC,RCD Espanyol,0–0
Sevilla FC,CD Logroñés,0–1
Sevilla FC,Málaga CF,1–1
Sevilla FC,Real Murcia,3–0
Sevilla FC,CA Osasuna,1–0
Sevilla FC,Real Madrid C.F.,1–1
Sevilla FC,Real Oviedo,2–1
Sevilla FC,Real Sociedad,2–0
Sevilla FC,Sporting de Gijón,1–0
Sevilla FC,Valencia CF,1–0
Sevilla FC,Real Valladolid,2–4
Sevilla FC,Real Zaragoza,0–1
Sporting de Gijón,Athletic Bilbao,0–1
Sporting de Gijón,Atlético Madrid,2–2
Sporting de Gijón,FC Barcelona,0–2
Sporting de Gijón,Real Betis,0–0
Sporting de Gijón,Cádiz CF,1–0
Sporting de Gijón,Celta de Vigo,1–2
Sporting de Gijón,Elche CF,2–0
Sporting de Gijón,RCD Espanyol,2–1
Sporting de Gijón,CD Logroñés,3–0
Sporting de Gijón,Málaga CF,1–2
Sporting de Gijón,Real Murcia,0–1
Sporting de Gijón,CA Osasuna,2–1
Sporting de Gijón,Real Madrid C.F.,2–2
Sporting de Gijón,Real Oviedo,0–0
Sporting de Gijón,Real Sociedad,4–2
Sporting de Gijón,Sevilla FC,0–0
Sporting de Gijón,Valencia CF,1–0
Sporting de Gijón,Real Valladolid,2–1
Sporting de Gijón,Real Zaragoza,1–2
Valencia CF,Athletic Bilbao,0–0
Valencia CF,Atlético Madrid,1–0
Valencia CF,FC Barcelona,1–1
Valencia CF,Real Betis,3–0
Valencia CF,Cádiz CF,1–2
Valencia CF,Celta de Vigo,1–0
Valencia CF,Elche CF,3–2
Valencia CF,RCD Espanyol,1–1
Valencia CF,CD Logroñés,0–0
Valencia CF,Málaga CF,2–1
Valencia CF,Real Murcia,3–0
Valencia CF,CA Osasuna,3–2
Valencia CF,Real Madrid C.F.,1–1
Valencia CF,Real Oviedo,0–1
Valencia CF,Real Sociedad,1–0
Valencia CF,Sevilla FC,1–0
Valencia CF,Sporting de Gijón,2–1
Valencia CF,Real Valladolid,1–0
Valencia CF,Real Zaragoza,2–2
Real Valladolid,Athletic Bilbao,1–0
Real Valladolid,Atlético Madrid,0–1
Real Valladolid,FC Barcelona,0–0
Real Valladolid,Real Betis,2–1
Real Valladolid,Cádiz CF,1–0
Real Valladolid,Celta de Vigo,0–1
Real Valladolid,Elche CF,3–0
Real Valladolid,RCD Espanyol,1–0
Real Valladolid,CD Logroñés,3–1
Real Valladolid,Málaga CF,1–0
Real Valladolid,Real Murcia,2–1
Real Valladolid,CA Osasuna,1–0
Real Valladolid,Real Madrid C.F.,0–1
Real Valladolid,Real Oviedo,1–0
Real Valladolid,Real Sociedad,2–0
Real Valladolid,Sevilla FC,2–1
Real Valladolid,Sporting de Gijón,0–1
Real Valladolid,Valencia CF,1–1
Real Valladolid,Real Zaragoza,1–0
Real Zaragoza,Athletic Bilbao,1–0
Real Zaragoza,Atlético Madrid,0–0
Real Zaragoza,FC Barcelona,0–0
Real Zaragoza,Real Betis,2–1
Real Zaragoza,Cádiz CF,0–1
Real Zaragoza,Celta de Vigo,2–1
Real Zaragoza,Elche CF,3–1
Real Zaragoza,RCD Espanyol,2–1
Real Zaragoza,CD Logroñés,1–1
Real Zaragoza,Málaga CF,2–1
Real Zaragoza,Real Murcia,2–1
Real Zaragoza,CA Osasuna,0–1
Real Zaragoza,Real Madrid C.F.,1–4
Real Zaragoza,Real Oviedo,3–1
Real Zaragoza,Real Sociedad,0–0
Real Zaragoza,Sevilla FC,0–0
Real Zaragoza,Sporting de Gijón,1–1
Real Zaragoza,Valencia CF,0–0
Real Zaragoza,Real Valladolid,2–0
