Home,Away,Score
Real Sociedad,Real Madrid C.F.,1–2
Real Sociedad,CE Sabadell FC,2–1
Real Sociedad,Sevilla FC,0–0
Real Sociedad,Valencia CF,1–2
Real Sociedad,Real Zaragoza,5–0
CE Sabadell FC,Athletic Bilbao,1–2
CE Sabadell FC,Atlético Madrid,0–2
CE Sabadell FC,FC Barcelona,3–2
CE Sabadell FC,Celta de Vigo,3–1
CE Sabadell FC,Deportivo de La Coruña,1–0
CE Sabadell FC,Elche CF,1–2
CE Sabadell FC,Granada CF,2–1
CE Sabadell FC,UD Las Palmas,1–0
CE Sabadell FC,RCD Mallorca,1–0
CE Sabadell FC,Pontevedra CF,1–4
CE Sabadell FC,Real Madrid C.F.,3–0
CE Sabadell FC,Real Sociedad,1–1
CE Sabadell FC,Sevilla FC,2–1
CE Sabadell FC,Valencia CF,2–0
CE Sabadell FC,Real Zaragoza,1–1
Sevilla FC,Athletic Bilbao,1–0
Sevilla FC,Atlético Madrid,0–1
Sevilla FC,FC Barcelona,3–0
Sevilla FC,Celta de Vigo,3–0
Sevilla FC,Deportivo de La Coruña,2–0
Sevilla FC,Elche CF,2–2
Sevilla FC,Granada CF,0–0
Sevilla FC,UD Las Palmas,1–1
Sevilla FC,RCD Mallorca,3–1
Sevilla FC,Pontevedra CF,3–1
Sevilla FC,Real Madrid C.F.,1–0
Sevilla FC,Real Sociedad,1–1
Sevilla FC,CE Sabadell FC,2–0
Sevilla FC,Valencia CF,4–2
Sevilla FC,Real Zaragoza,2–0
Valencia CF,Athletic Bilbao,1–0
Valencia CF,Atlético Madrid,2–3
Valencia CF,FC Barcelona,0–0
Valencia CF,Celta de Vigo,0–0
Valencia CF,Deportivo de La Coruña,0–1
Valencia CF,Elche CF,2–0
Valencia CF,Granada CF,1–0
Valencia CF,UD Las Palmas,2–0
Valencia CF,RCD Mallorca,3–0
Valencia CF,Pontevedra CF,2–0
Valencia CF,Real Madrid C.F.,1–0
Valencia CF,Real Sociedad,3–1
Valencia CF,CE Sabadell FC,1–0
Valencia CF,Sevilla FC,0–1
Valencia CF,Real Zaragoza,3–1
Real Zaragoza,Athletic Bilbao,1–1
Real Zaragoza,Atlético Madrid,1–0
Real Zaragoza,FC Barcelona,2–1
Real Zaragoza,Celta de Vigo,1–0
Real Zaragoza,Deportivo de La Coruña,5–2
Real Zaragoza,Elche CF,3–2
Real Zaragoza,Granada CF,0–0
Real Zaragoza,UD Las Palmas,1–2
Real Zaragoza,RCD Mallorca,2–1
Real Zaragoza,Pontevedra CF,2–1
Real Zaragoza,Real Madrid C.F.,2–0
Real Zaragoza,Real Sociedad,2–1
Real Zaragoza,CE Sabadell FC,1–0
Real Zaragoza,Sevilla FC,1–0
Real Zaragoza,Valencia CF,1–1
