Home,Away,Score
Levante UD,Deportivo Alavés,0–2
Levante UD,Athletic Bilbao,1–2
Levante UD,Atlético Madrid,0–5
Levante UD,FC Barcelona,5–4
Levante UD,RC Celta de Vigo,0–1
Levante UD,Deportivo de La Coruña,2–2
Levante UD,SD Eibar,2–1
Levante UD,RCD Espanyol,1–1
Levante UD,Getafe CF,1–1
Levante UD,Girona FC,1–2
Levante UD,UD Las Palmas,2–1
Levante UD,CD Leganés,0–0
Levante UD,Málaga CF,1–0
Levante UD,Real Betis,0–2
Levante UD,Real Madrid C.F.,2–2
Levante UD,Real Sociedad,3–0
Levante UD,Sevilla FC,2–1
Levante UD,Valencia CF,1–1
Levante UD,Villarreal CF,1–0
Málaga CF,Deportivo Alavés,0–3
Málaga CF,Athletic Bilbao,3–3
Málaga CF,Atlético Madrid,0–1
Málaga CF,FC Barcelona,0–2
Málaga CF,RC Celta de Vigo,2–1
Málaga CF,Deportivo de La Coruña,3–2
Málaga CF,SD Eibar,0–1
Málaga CF,RCD Espanyol,0–1
Málaga CF,Getafe CF,0–1
Málaga CF,Girona FC,0–0
Málaga CF,UD Las Palmas,1–3
Málaga CF,CD Leganés,0–2
Málaga CF,Levante UD,0–0
Málaga CF,Real Betis,0–2
Málaga CF,Real Madrid C.F.,1–2
Málaga CF,Real Sociedad,2–0
Málaga CF,Sevilla FC,0–1
Málaga CF,Valencia CF,1–2
Málaga CF,Villarreal CF,1–0
Real Betis,Deportivo Alavés,2–0
Real Betis,Athletic Bilbao,0–2
Real Betis,Atlético Madrid,0–1
Real Betis,FC Barcelona,0–5
Real Betis,RC Celta de Vigo,2–1
Real Betis,Deportivo de La Coruña,2–1
Real Betis,SD Eibar,2–0
Real Betis,RCD Espanyol,3–0
Real Betis,Getafe CF,2–2
Real Betis,Girona FC,2–2
Real Betis,UD Las Palmas,1–0
Real Betis,CD Leganés,3–2
Real Betis,Levante UD,4–0
Real Betis,Málaga CF,2–1
Real Betis,Real Madrid C.F.,3–5
Real Betis,Real Sociedad,0–0
Real Betis,Sevilla FC,2–2
Real Betis,Valencia CF,3–6
Real Betis,Villarreal CF,2–1
Real Madrid C.F.,Deportivo Alavés,4–0
Real Madrid C.F.,Athletic Bilbao,1–1
Real Madrid C.F.,Atlético Madrid,1–1
Real Madrid C.F.,FC Barcelona,0–3
Real Madrid C.F.,RC Celta de Vigo,6–0
Real Madrid C.F.,Deportivo de La Coruña,7–1
Real Madrid C.F.,SD Eibar,3–0
Real Madrid C.F.,RCD Espanyol,2–0
Real Madrid C.F.,Getafe CF,3–1
Real Madrid C.F.,Girona FC,6–3
Real Madrid C.F.,UD Las Palmas,3–0
Real Madrid C.F.,CD Leganés,2–1
Real Madrid C.F.,Levante UD,1–1
Real Madrid C.F.,Málaga CF,3–2
Real Madrid C.F.,Real Betis,0–1
Real Madrid C.F.,Real Sociedad,5–2
Real Madrid C.F.,Sevilla FC,5–0
Real Madrid C.F.,Valencia CF,2–2
Real Madrid C.F.,Villarreal CF,0–1
Real Sociedad,Deportivo Alavés,2–1
Real Sociedad,Athletic Bilbao,3–1
Real Sociedad,Atlético Madrid,3–0
Real Sociedad,FC Barcelona,2–4
Real Sociedad,RC Celta de Vigo,1–2
Real Sociedad,Deportivo de La Coruña,5–0
Real Sociedad,SD Eibar,3–1
Real Sociedad,RCD Espanyol,1–1
Real Sociedad,Getafe CF,1–2
Real Sociedad,Girona FC,5–0
Real Sociedad,UD Las Palmas,2–2
Real Sociedad,CD Leganés,3–2
Real Sociedad,Levante UD,3–0
Real Sociedad,Málaga CF,0–2
Real Sociedad,Real Betis,4–4
Real Sociedad,Real Madrid C.F.,1–3
Real Sociedad,Sevilla FC,3–1
Real Sociedad,Valencia CF,2–3
Real Sociedad,Villarreal CF,3–0
Sevilla FC,Deportivo Alavés,1–0
Sevilla FC,Athletic Bilbao,2–0
Sevilla FC,Atlético Madrid,2–5
Sevilla FC,FC Barcelona,2–2
Sevilla FC,RC Celta de Vigo,2–1
Sevilla FC,Deportivo de La Coruña,2–0
Sevilla FC,SD Eibar,3–0
Sevilla FC,RCD Espanyol,1–1
Sevilla FC,Getafe CF,1–1
Sevilla FC,Girona FC,1–0
Sevilla FC,UD Las Palmas,1–0
Sevilla FC,CD Leganés,2–1
Sevilla FC,Levante UD,0–0
Sevilla FC,Málaga CF,2–0
Sevilla FC,Real Betis,3–5
Sevilla FC,Real Madrid C.F.,3–2
Sevilla FC,Real Sociedad,1–0
Sevilla FC,Valencia CF,0–2
Sevilla FC,Villarreal CF,2–2
Valencia CF,Deportivo Alavés,3–1
Valencia CF,Athletic Bilbao,3–2
Valencia CF,Atlético Madrid,0–0
Valencia CF,FC Barcelona,1–1
Valencia CF,RC Celta de Vigo,2–1
Valencia CF,Deportivo de La Coruña,2–1
Valencia CF,SD Eibar,0–0
Valencia CF,RCD Espanyol,1–0
Valencia CF,Getafe CF,1–2
Valencia CF,Girona FC,2–1
Valencia CF,UD Las Palmas,1–0
Valencia CF,CD Leganés,3–0
Valencia CF,Levante UD,3–1
Valencia CF,Málaga CF,5–0
Valencia CF,Real Betis,2–0
Valencia CF,Real Madrid C.F.,1–4
Valencia CF,Real Sociedad,2–1
Valencia CF,Sevilla FC,4–0
Valencia CF,Villarreal CF,0–1
Villarreal CF,Deportivo Alavés,1–2
Villarreal CF,Athletic Bilbao,1–3
Villarreal CF,Atlético Madrid,2–1
Villarreal CF,FC Barcelona,0–2
Villarreal CF,RC Celta de Vigo,4–1
Villarreal CF,Deportivo de La Coruña,1–1
Villarreal CF,SD Eibar,3–0
Villarreal CF,RCD Espanyol,0–0
Villarreal CF,Getafe CF,1–0
Villarreal CF,Girona FC,0–2
Villarreal CF,UD Las Palmas,4–0
Villarreal CF,CD Leganés,2–1
Villarreal CF,Levante UD,2–1
Villarreal CF,Málaga CF,2–0
Villarreal CF,Real Betis,3–1
Villarreal CF,Real Madrid C.F.,2–2
Villarreal CF,Real Sociedad,4–2
Villarreal CF,Sevilla FC,2–3
Villarreal CF,Valencia CF,1–0
