Home,Away,Score
AD Almería,Athletic Bilbao,4–2
AD Almería,Atlético Madrid,2–1
AD Almería,FC Barcelona,1–1
AD Almería,Real Betis,1–1
AD Almería,Burgos CF (I),2–0
AD Almería,RCD Espanyol,1–1
AD Almería,Hércules CF,2–0
AD Almería,UD Las Palmas,3–0
AD Almería,CD Málaga,3–2
AD Almería,Rayo Vallecano,3–3
AD Almería,Real Madrid C.F.,1–1
AD Almería,Real Sociedad,0–0
AD Almería,UD Salamanca,2–0
AD Almería,Sevilla FC,2–2
AD Almería,Sporting de Gijón,0–0
AD Almería,Valencia CF,1–0
AD Almería,Real Zaragoza,1–0
Athletic Bilbao,AD Almería,3–0
Athletic Bilbao,Atlético Madrid,2–1
Athletic Bilbao,FC Barcelona,2–1
Athletic Bilbao,Real Betis,2–2
Athletic Bilbao,Burgos CF (I),1–0
Athletic Bilbao,RCD Espanyol,2–0
Athletic Bilbao,Hércules CF,2–1
Athletic Bilbao,UD Las Palmas,3–0
Athletic Bilbao,CD Málaga,3–1
Athletic Bilbao,Rayo Vallecano,4–1
Athletic Bilbao,Real Madrid C.F.,3–0
Athletic Bilbao,Real Sociedad,0–1
Athletic Bilbao,UD Salamanca,2–0
Athletic Bilbao,Sevilla FC,4–3
Athletic Bilbao,Sporting de Gijón,2–3
Athletic Bilbao,Valencia CF,4–0
Athletic Bilbao,Real Zaragoza,3–1
Atlético Madrid,AD Almería,4–1
Atlético Madrid,Athletic Bilbao,0–1
Atlético Madrid,FC Barcelona,2–1
Atlético Madrid,Real Betis,3–1
Atlético Madrid,Burgos CF (I),1–0
Atlético Madrid,RCD Espanyol,1–1
Atlético Madrid,Hércules CF,2–1
Atlético Madrid,UD Las Palmas,0–0
Atlético Madrid,CD Málaga,0–0
Atlético Madrid,Rayo Vallecano,2–1
Atlético Madrid,Real Madrid C.F.,1–1
Atlético Madrid,Real Sociedad,1–1
Atlético Madrid,UD Salamanca,0–1
Atlético Madrid,Sevilla FC,3–2
Atlético Madrid,Sporting de Gijón,1–3
Atlético Madrid,Valencia CF,0–1
Atlético Madrid,Real Zaragoza,3–0
FC Barcelona,AD Almería,2–0
FC Barcelona,Athletic Bilbao,1–0
FC Barcelona,Atlético Madrid,1–0
FC Barcelona,Real Betis,5–0
FC Barcelona,Burgos CF (I),1–0
FC Barcelona,RCD Espanyol,3–1
FC Barcelona,Hércules CF,2–0
FC Barcelona,UD Las Palmas,1–0
FC Barcelona,CD Málaga,3–0
FC Barcelona,Rayo Vallecano,2–1
FC Barcelona,Real Madrid C.F.,0–2
FC Barcelona,Real Sociedad,0–0
FC Barcelona,UD Salamanca,0–0
FC Barcelona,Sevilla FC,0–0
FC Barcelona,Sporting de Gijón,0–0
FC Barcelona,Valencia CF,2–1
FC Barcelona,Real Zaragoza,2–0
Real Betis,AD Almería,0–0
Real Betis,Athletic Bilbao,0–0
Real Betis,Atlético Madrid,0–0
Real Betis,FC Barcelona,2–1
Real Betis,Burgos CF (I),3–1
Real Betis,RCD Espanyol,2–0
