Home,Away,Score
UD Las Palmas,Real Madrid C.F.,1–2
UD Las Palmas,Real Sociedad,2–0
UD Las Palmas,Sevilla FC,2–0
UD Las Palmas,Sporting de Gijón,1–1
UD Las Palmas,Valencia CF,2–1
UD Las Palmas,Villarreal CF,0–0
Levante UD,Athletic Bilbao,2–2
Levante UD,Atlético Madrid,2–1
Levante UD,FC Barcelona,0–2
Levante UD,RC Celta de Vigo,1–2
Levante UD,Deportivo de La Coruña,1–1
Levante UD,SD Eibar,2–2
Levante UD,RCD Espanyol,2–1
Levante UD,Getafe CF,3–0
Levante UD,Granada CF,1–2
Levante UD,UD Las Palmas,3–2
Levante UD,Málaga CF,0–1
Levante UD,Rayo Vallecano,2–1
Levante UD,Real Betis,0–1
Levante UD,Real Madrid C.F.,1–3
Levante UD,Real Sociedad,0–4
Levante UD,Sevilla FC,1–1
Levante UD,Sporting de Gijón,0–0
Levante UD,Valencia CF,1–0
Levante UD,Villarreal CF,1–0
Málaga CF,Athletic Bilbao,0–1
Málaga CF,Atlético Madrid,1–0
Málaga CF,FC Barcelona,1–2
Málaga CF,RC Celta de Vigo,2–0
Málaga CF,Deportivo de La Coruña,2–0
Málaga CF,SD Eibar,0–0
Málaga CF,RCD Espanyol,1–1
Málaga CF,Getafe CF,3–0
Málaga CF,Granada CF,2–2
Málaga CF,UD Las Palmas,4–1
Málaga CF,Levante UD,3–1
Málaga CF,Rayo Vallecano,1–1
Málaga CF,Real Betis,0–1
Málaga CF,Real Madrid C.F.,1–1
Málaga CF,Real Sociedad,3–1
Málaga CF,Sevilla FC,0–0
Málaga CF,Sporting de Gijón,1–0
Málaga CF,Valencia CF,1–2
Málaga CF,Villarreal CF,0–1
Rayo Vallecano,Athletic Bilbao,0–3
Rayo Vallecano,Atlético Madrid,0–2
Rayo Vallecano,FC Barcelona,1–5
Rayo Vallecano,RC Celta de Vigo,3–0
Rayo Vallecano,Deportivo de La Coruña,1–3
Rayo Vallecano,SD Eibar,1–1
Rayo Vallecano,RCD Espanyol,3–0
Rayo Vallecano,Getafe CF,2–0
Rayo Vallecano,Granada CF,2–1
Rayo Vallecano,UD Las Palmas,2–0
Rayo Vallecano,Levante UD,3–1
Rayo Vallecano,Málaga CF,1–2
Rayo Vallecano,Real Betis,0–2
Rayo Vallecano,Real Madrid C.F.,2–3
Rayo Vallecano,Real Sociedad,2–2
Rayo Vallecano,Sevilla FC,2–2
Rayo Vallecano,Sporting de Gijón,2–1
Rayo Vallecano,Valencia CF,0–0
Rayo Vallecano,Villarreal CF,2–1
Real Betis,Athletic Bilbao,1–3
Real Betis,Atlético Madrid,0–1
Real Betis,FC Barcelona,0–2
Real Betis,RC Celta de Vigo,1–1
Real Betis,Deportivo de La Coruña,1–2
Real Betis,SD Eibar,0–4
Real Betis,RCD Espanyol,1–3
Real Betis,Getafe CF,2–1
Real Betis,Granada CF,2–0
Real Betis,UD Las Palmas,1–0
Real Betis,Levante UD,1–0
Real Betis,Málaga CF,0–1
Real Betis,Rayo Vallecano,2–2
Real Betis,Real Madrid C.F.,1–1
Real Betis,Real Sociedad,1–0
Real Betis,Sevilla FC,0–0
Real Betis,Sporting de Gijón,1–1
Real Betis,Valencia CF,1–0
Real Betis,Villarreal CF,1–1
Real Madrid C.F.,Athletic Bilbao,4–2
Real Madrid C.F.,Atlético Madrid,0–1
Real Madrid C.F.,FC Barcelona,0–4
Real Madrid C.F.,RC Celta de Vigo,7–1
Real Madrid C.F.,Deportivo de La Coruña,5–0
Real Madrid C.F.,SD Eibar,4–0
Real Madrid C.F.,RCD Espanyol,6–0
Real Madrid C.F.,Getafe CF,4–1
Real Madrid C.F.,Granada CF,1–0
Real Madrid C.F.,UD Las Palmas,3–1
Real Madrid C.F.,Levante UD,3–0
Real Madrid C.F.,Málaga CF,0–0
Real Madrid C.F.,Rayo Vallecano,10–2
Real Madrid C.F.,Real Betis,5–0
Real Madrid C.F.,Real Sociedad,3–1
Real Madrid C.F.,Sevilla FC,4–0
Real Madrid C.F.,Sporting de Gijón,5–1
Real Madrid C.F.,Valencia CF,3–2
Real Madrid C.F.,Villarreal CF,3–0
Real Sociedad,Athletic Bilbao,0–0
Real Sociedad,Atlético Madrid,0–2
Real Sociedad,FC Barcelona,1–0
Real Sociedad,RC Celta de Vigo,2–3
Real Sociedad,Deportivo de La Coruña,1–1
Real Sociedad,SD Eibar,2–1
Real Sociedad,RCD Espanyol,2–3
Real Sociedad,Getafe CF,1–2
Real Sociedad,Granada CF,3–0
Real Sociedad,UD Las Palmas,0–1
Real Sociedad,Levante UD,1–1
Real Sociedad,Málaga CF,1–1
Real Sociedad,Rayo Vallecano,2–1
Real Sociedad,Real Betis,2–1
Real Sociedad,Real Madrid C.F.,0–1
Real Sociedad,Sevilla FC,2–0
Real Sociedad,Sporting de Gijón,0–0
Real Sociedad,Valencia CF,2–0
Real Sociedad,Villarreal CF,0–2
Sevilla FC,Athletic Bilbao,2–0
Sevilla FC,Atlético Madrid,0–3
Sevilla FC,FC Barcelona,2–1
Sevilla FC,RC Celta de Vigo,1–2
Sevilla FC,Deportivo de La Coruña,1–1
Sevilla FC,SD Eibar,1–0
Sevilla FC,RCD Espanyol,2–0
Sevilla FC,Getafe CF,5–0
Sevilla FC,Granada CF,1–4
Sevilla FC,UD Las Palmas,2–0
Sevilla FC,Levante UD,3–1
Sevilla FC,Málaga CF,2–1
Sevilla FC,Rayo Vallecano,3–2
Sevilla FC,Real Betis,2–0
Sevilla FC,Real Madrid C.F.,3–2
Sevilla FC,Real Sociedad,1–2
Sevilla FC,Sporting de Gijón,2–0
Sevilla FC,Valencia CF,1–0
Sevilla FC,Villarreal CF,4–2
Sporting de Gijón,Athletic Bilbao,0–2
Sporting de Gijón,Atlético Madrid,2–1
Sporting de Gijón,FC Barcelona,1–3
Sporting de Gijón,RC Celta de Vigo,0–1
Sporting de Gijón,Deportivo de La Coruña,1–1
Sporting de Gijón,SD Eibar,2–0
Sporting de Gijón,RCD Espanyol,2–4
Sporting de Gijón,Getafe CF,1–2
Sporting de Gijón,Granada CF,3–3
Sporting de Gijón,UD Las Palmas,3–1
Sporting de Gijón,Levante UD,0–3
Sporting de Gijón,Málaga CF,1–0
Sporting de Gijón,Rayo Vallecano,2–2
Sporting de Gijón,Real Betis,1–2
Sporting de Gijón,Real Madrid C.F.,0–0
Sporting de Gijón,Real Sociedad,5–1
Sporting de Gijón,Sevilla FC,2–1
Sporting de Gijón,Valencia CF,0–1
Sporting de Gijón,Villarreal CF,2–0
Valencia CF,Athletic Bilbao,0–3
Valencia CF,Atlético Madrid,1–3
Valencia CF,FC Barcelona,1–1
Valencia CF,RC Celta de Vigo,0–2
Valencia CF,Deportivo de La Coruña,1–1
Valencia CF,SD Eibar,4–0
Valencia CF,RCD Espanyol,2–1
Valencia CF,Getafe CF,2–2
Valencia CF,Granada CF,1–0
Valencia CF,UD Las Palmas,1–1
Valencia CF,Levante UD,3–0
Valencia CF,Málaga CF,3–0
Valencia CF,Rayo Vallecano,2–2
Valencia CF,Real Betis,0–0
Valencia CF,Real Madrid C.F.,2–2
Valencia CF,Real Sociedad,0–1
Valencia CF,Sevilla FC,2–1
Valencia CF,Sporting de Gijón,0–1
Valencia CF,Villarreal CF,0–2
Villarreal CF,Athletic Bilbao,3–1
Villarreal CF,Atlético Madrid,1–0
Villarreal CF,FC Barcelona,2–2
Villarreal CF,RC Celta de Vigo,1–2
Villarreal CF,Deportivo de La Coruña,0–2
Villarreal CF,SD Eibar,1–1
Villarreal CF,RCD Espanyol,3–1
Villarreal CF,Getafe CF,2–0
Villarreal CF,Granada CF,1–0
Villarreal CF,UD Las Palmas,0–1
Villarreal CF,Levante UD,3–0
Villarreal CF,Málaga CF,1–0
Villarreal CF,Rayo Vallecano,2–1
Villarreal CF,Real Betis,0–0
Villarreal CF,Real Madrid C.F.,1–0
Villarreal CF,Real Sociedad,0–0
Villarreal CF,Sevilla FC,2–1
Villarreal CF,Sporting de Gijón,2–0
Villarreal CF,Valencia CF,1–0
