Home,Away,Score
Real Murcia,Real Madrid C.F.,1–2
Real Murcia,Sevilla FC,1–1
Real Murcia,Valencia CF,1–1
Real Murcia,Real Zaragoza,1–2
Real Oviedo,Atlético Bilbao,1–0
Real Oviedo,Atlético Madrid,0–3
Real Oviedo,FC Barcelona,2–0
Real Oviedo,Córdoba CF,1–0
Real Oviedo,Deportivo La Coruña,0–0
Real Oviedo,Elche CF,1–3
Real Oviedo,RCD Espanyol,3–1
Real Oviedo,CD Málaga,2–0
Real Oviedo,Levante UD,2–0
Real Oviedo,Real Murcia,1–1
Real Oviedo,Real Betis,1–2
Real Oviedo,Real Madrid C.F.,0–1
Real Oviedo,Sevilla FC,2–3
Real Oviedo,Valencia CF,0–1
Real Oviedo,Real Zaragoza,2–0
Real Betis,Atlético Bilbao,1–2
Real Betis,Atlético Madrid,1–1
Real Betis,FC Barcelona,2–1
Real Betis,Córdoba CF,0–1
Real Betis,Deportivo La Coruña,4–0
Real Betis,Elche CF,2–2
Real Betis,RCD Espanyol,0–1
Real Betis,CD Málaga,2–0
Real Betis,Levante UD,1–0
Real Betis,Real Murcia,2–2
Real Betis,Real Oviedo,0–0
Real Betis,Real Madrid C.F.,3–1
Real Betis,Sevilla FC,2–0
Real Betis,Valencia CF,0–1
Real Betis,Real Zaragoza,2–1
Real Madrid C.F.,Atlético Bilbao,1–0
Real Madrid C.F.,Atlético Madrid,0–1
Real Madrid C.F.,FC Barcelona,4–1
Real Madrid C.F.,Córdoba CF,6–1
Real Madrid C.F.,Deportivo La Coruña,2–0
Real Madrid C.F.,Elche CF,3–0
Real Madrid C.F.,RCD Espanyol,1–0
Real Madrid C.F.,CD Málaga,6–0
Real Madrid C.F.,Levante UD,4–1
Real Madrid C.F.,Real Murcia,4–1
Real Madrid C.F.,Real Oviedo,3–0
Real Madrid C.F.,Real Betis,6–1
Real Madrid C.F.,Sevilla FC,4–0
Real Madrid C.F.,Valencia CF,3–0
Real Madrid C.F.,Real Zaragoza,1–1
Sevilla FC,Atlético Bilbao,1–2
Sevilla FC,Atlético Madrid,0–0
Sevilla FC,FC Barcelona,2–1
Sevilla FC,Córdoba CF,2–4
Sevilla FC,Deportivo La Coruña,2–1
Sevilla FC,Elche CF,1–0
Sevilla FC,RCD Espanyol,1–0
Sevilla FC,CD Málaga,1–2
Sevilla FC,Levante UD,5–2
Sevilla FC,Real Murcia,0–0
Sevilla FC,Real Oviedo,1–0
Sevilla FC,Real Betis,4–2
Sevilla FC,Real Madrid C.F.,0–1
Sevilla FC,Valencia CF,1–1
Sevilla FC,Real Zaragoza,2–1
Valencia CF,Atlético Bilbao,2–0
Valencia CF,Atlético Madrid,3–1
Valencia CF,FC Barcelona,2–4
Valencia CF,Córdoba CF,2–1
Valencia CF,Deportivo La Coruña,1–0
Valencia CF,Elche CF,5–0
Valencia CF,RCD Espanyol,3–1
Valencia CF,CD Málaga,2–1
Valencia CF,Levante UD,2–0
Valencia CF,Real Murcia,2–2
Valencia CF,Real Oviedo,8–1
Valencia CF,Real Betis,2–0
Valencia CF,Real Madrid C.F.,0–0
Valencia CF,Sevilla FC,3–1
Valencia CF,Real Zaragoza,3–0
Real Zaragoza,Atlético Bilbao,4–1
Real Zaragoza,Atlético Madrid,3–1
Real Zaragoza,FC Barcelona,2–0
Real Zaragoza,Córdoba CF,4–0
Real Zaragoza,Deportivo La Coruña,4–1
Real Zaragoza,Elche CF,5–1
Real Zaragoza,RCD Espanyol,1–0
Real Zaragoza,CD Málaga,0–0
Real Zaragoza,Levante UD,3–1
Real Zaragoza,Real Murcia,5–1
Real Zaragoza,Real Oviedo,2–0
Real Zaragoza,Real Betis,2–1
Real Zaragoza,Real Madrid C.F.,1–0
Real Zaragoza,Sevilla FC,1–0
Real Zaragoza,Valencia CF,4–2
