Home,Away,Score
Real Zaragoza,Hércules CF,1–0
Real Zaragoza,UD Las Palmas,4–0
Real Zaragoza,CA Osasuna,1–1
Real Zaragoza,Racing de Santander,1–0
Real Zaragoza,Real Madrid C.F.,1–1
Real Zaragoza,Real Sociedad,3–1
Real Zaragoza,Sevilla FC,1–1
Real Zaragoza,Sporting de Gijón,0–0
Real Zaragoza,Valencia CF,2–1
Real Zaragoza,Real Valladolid,1–0
