Home,Away,Score
Athletic Bilbao,Atlético Madrid,1–0
Athletic Bilbao,FC Barcelona,0–0
Athletic Bilbao,Córdoba CF,3–0
Athletic Bilbao,Deportivo de La Coruña,4–0
Athletic Bilbao,Elche CF,2–1
Athletic Bilbao,RCD Espanyol,1–3
Athletic Bilbao,Granada CF,2–1
Athletic Bilbao,Hércules CF,0–0
Athletic Bilbao,UD Las Palmas,3–0
Athletic Bilbao,Pontevedra CF,2–1
Athletic Bilbao,Real Madrid C.F.,0–0
Athletic Bilbao,CE Sabadell FC,1–1
Athletic Bilbao,Sevilla FC,6–0
Athletic Bilbao,Valencia CF,2–1
Athletic Bilbao,Real Zaragoza,2–3
Atlético Madrid,Athletic Bilbao,3–1
Atlético Madrid,FC Barcelona,0–1
Atlético Madrid,Córdoba CF,2–0
Atlético Madrid,Deportivo de La Coruña,4–0
Atlético Madrid,Elche CF,5–2
Atlético Madrid,RCD Espanyol,5–1
Atlético Madrid,Granada CF,2–0
Atlético Madrid,Hércules CF,7–2
Atlético Madrid,UD Las Palmas,2–1
Atlético Madrid,Pontevedra CF,3–1
Atlético Madrid,Real Madrid C.F.,2–2
Atlético Madrid,CE Sabadell FC,3–0
Atlético Madrid,Sevilla FC,3–0
Atlético Madrid,Valencia CF,1–1
Atlético Madrid,Real Zaragoza,0–0
FC Barcelona,Athletic Bilbao,3–1
FC Barcelona,Atlético Madrid,3–2
FC Barcelona,Córdoba CF,4–1
FC Barcelona,Deportivo de La Coruña,5–0
FC Barcelona,Elche CF,3–0
FC Barcelona,RCD Espanyol,3–1
FC Barcelona,Granada CF,3–0
FC Barcelona,Hércules CF,4–1
FC Barcelona,UD Las Palmas,2–1
FC Barcelona,Pontevedra CF,0–1
FC Barcelona,Real Madrid C.F.,2–1
FC Barcelona,CE Sabadell FC,2–0
FC Barcelona,Sevilla FC,5–0
FC Barcelona,Valencia CF,2–1
FC Barcelona,Real Zaragoza,2–1
Córdoba CF,Athletic Bilbao,2–0
Córdoba CF,Atlético Madrid,1–0
Córdoba CF,FC Barcelona,2–1
Córdoba CF,Deportivo de La Coruña,1–0
Córdoba CF,Elche CF,0–0
Córdoba CF,RCD Espanyol,2–0
Córdoba CF,Granada CF,2–2
Córdoba CF,Hércules CF,1–1
Córdoba CF,UD Las Palmas,0–0
Córdoba CF,Pontevedra CF,1–0
Córdoba CF,Real Madrid C.F.,0–1
Córdoba CF,CE Sabadell FC,3–2
Córdoba CF,Sevilla FC,3–0
Córdoba CF,Valencia CF,2–1
Córdoba CF,Real Zaragoza,1–1
Deportivo de La Coruña,Athletic Bilbao,1–0
Deportivo de La Coruña,Atlético Madrid,0–1
Deportivo de La Coruña,FC Barcelona,0–3
Deportivo de La Coruña,Córdoba CF,2–0
Deportivo de La Coruña,Elche CF,1–1
Deportivo de La Coruña,RCD Espanyol,1–1
Deportivo de La Coruña,Granada CF,2–1
Deportivo de La Coruña,Hércules CF,1–0
Deportivo de La Coruña,UD Las Palmas,1–1
Deportivo de La Coruña,Pontevedra CF,1–2
Deportivo de La Coruña,Real Madrid C.F.,2–3
Deportivo de La Coruña,CE Sabadell FC,0–1
Deportivo de La Coruña,Sevilla FC,1–1
Deportivo de La Coruña,Valencia CF,0–1
Deportivo de La Coruña,Real Zaragoza,4–1
Elche CF,Athletic Bilbao,1–1
Elche CF,Atlético Madrid,2–1
Elche CF,FC Barcelona,4–3
Elche CF,Córdoba CF,0–0
Elche CF,Deportivo de La Coruña,1–3
Elche CF,RCD Espanyol,1–1
Elche CF,Granada CF,0–1
Elche CF,Hércules CF,4–0
Elche CF,UD Las Palmas,2–1
Elche CF,Pontevedra CF,3–1
Elche CF,Real Madrid C.F.,1–1
Elche CF,CE Sabadell FC,3–2
Elche CF,Sevilla FC,3–0
Elche CF,Valencia CF,0–0
Elche CF,Real Zaragoza,5–1
RCD Espanyol,Athletic Bilbao,2–1
RCD Espanyol,Atlético Madrid,1–0
RCD Espanyol,FC Barcelona,2–0
RCD Espanyol,Córdoba CF,2–1
RCD Espanyol,Deportivo de La Coruña,3–2
RCD Espanyol,Elche CF,3–0
RCD Espanyol,Granada CF,1–0
RCD Espanyol,Hércules CF,4–1
RCD Espanyol,UD Las Palmas,1–1
RCD Espanyol,Pontevedra CF,2–2
RCD Espanyol,Real Madrid C.F.,2–3
RCD Espanyol,CE Sabadell FC,4–1
RCD Espanyol,Sevilla FC,3–1
RCD Espanyol,Valencia CF,2–1
RCD Espanyol,Real Zaragoza,2–1
