Home,Away,Score
Real Zaragoza,RCD Espanyol,3–1
Real Zaragoza,UD Las Palmas,0–0
Real Zaragoza,CD Málaga,2–1
Real Zaragoza,CA Osasuna,4–0
Real Zaragoza,Racing de Santander,7–2
Real Zaragoza,Real Madrid C.F.,0–1
Real Zaragoza,Real Sociedad,1–1
Real Zaragoza,UD Salamanca,3–2
Real Zaragoza,Sevilla FC,1–0
Real Zaragoza,Sporting de Gijón,0–1
Real Zaragoza,Valencia CF,3–2
Real Zaragoza,Real Valladolid,4–1
