Home,Away,Score
UD Las Palmas,Real Zaragoza,2–1
CD Málaga,Athletic Bilbao,2–0
CD Málaga,Atlético Madrid,1–1
CD Málaga,FC Barcelona,1–0
CD Málaga,Real Betis,1–1
CD Málaga,Córdoba CF,1–3
CD Málaga,Elche CF,0–1
CD Málaga,RCD Espanyol,0–0
CD Málaga,UD Las Palmas,1–0
CD Málaga,RCD Mallorca,2–1
CD Málaga,Pontevedra CF,0–0
CD Málaga,Real Madrid C.F.,0–0
CD Málaga,CE Sabadell FC,2–0
CD Málaga,Sevilla FC,0–1
CD Málaga,Valencia CF,2–1
CD Málaga,Real Zaragoza,0–1
RCD Mallorca,Athletic Bilbao,3–1
RCD Mallorca,Atlético Madrid,0–0
RCD Mallorca,FC Barcelona,1–2
RCD Mallorca,Real Betis,4–0
RCD Mallorca,Córdoba CF,2–1
RCD Mallorca,Elche CF,4–2
RCD Mallorca,RCD Espanyol,3–0
RCD Mallorca,UD Las Palmas,4–1
RCD Mallorca,CD Málaga,2–2
RCD Mallorca,Pontevedra CF,0–3
RCD Mallorca,Real Madrid C.F.,2–5
RCD Mallorca,CE Sabadell FC,0–1
RCD Mallorca,Sevilla FC,2–1
RCD Mallorca,Valencia CF,2–0
RCD Mallorca,Real Zaragoza,0–0
Pontevedra CF,Athletic Bilbao,3–0
Pontevedra CF,Atlético Madrid,1–0
Pontevedra CF,FC Barcelona,2–0
Pontevedra CF,Real Betis,0–0
Pontevedra CF,Córdoba CF,1–1
Pontevedra CF,Elche CF,1–1
Pontevedra CF,RCD Espanyol,3–0
Pontevedra CF,UD Las Palmas,1–0
Pontevedra CF,CD Málaga,3–0
Pontevedra CF,RCD Mallorca,2–1
Pontevedra CF,Real Madrid C.F.,1–3
Pontevedra CF,CE Sabadell FC,2–1
Pontevedra CF,Sevilla FC,2–1
Pontevedra CF,Valencia CF,2–0
Pontevedra CF,Real Zaragoza,1–1
Real Madrid C.F.,Athletic Bilbao,2–0
Real Madrid C.F.,Atlético Madrid,3–1
Real Madrid C.F.,FC Barcelona,1–3
Real Madrid C.F.,Real Betis,2–0
Real Madrid C.F.,Córdoba CF,2–1
Real Madrid C.F.,Elche CF,2–1
Real Madrid C.F.,RCD Espanyol,0–0
Real Madrid C.F.,UD Las Palmas,3–1
Real Madrid C.F.,CD Málaga,1–0
Real Madrid C.F.,RCD Mallorca,5–1
Real Madrid C.F.,Pontevedra CF,1–0
Real Madrid C.F.,CE Sabadell FC,1–0
Real Madrid C.F.,Sevilla FC,4–0
Real Madrid C.F.,Valencia CF,2–1
Real Madrid C.F.,Real Zaragoza,2–0
CE Sabadell FC,Athletic Bilbao,1–2
CE Sabadell FC,Atlético Madrid,0–1
CE Sabadell FC,FC Barcelona,1–3
CE Sabadell FC,Real Betis,4–1
CE Sabadell FC,Córdoba CF,2–1
CE Sabadell FC,Elche CF,3–4
CE Sabadell FC,RCD Espanyol,2–0
CE Sabadell FC,UD Las Palmas,1–0
CE Sabadell FC,CD Málaga,3–2
CE Sabadell FC,RCD Mallorca,1–0
CE Sabadell FC,Pontevedra CF,1–0
CE Sabadell FC,Real Madrid C.F.,1–1
CE Sabadell FC,Sevilla FC,2–2
CE Sabadell FC,Valencia CF,0–1
CE Sabadell FC,Real Zaragoza,3–1
Sevilla FC,Athletic Bilbao,0–0
Sevilla FC,Atlético Madrid,1–1
Sevilla FC,FC Barcelona,1–1
Sevilla FC,Real Betis,1–1
Sevilla FC,Córdoba CF,2–1
Sevilla FC,Elche CF,2–0
Sevilla FC,RCD Espanyol,0–2
Sevilla FC,UD Las Palmas,0–1
Sevilla FC,CD Málaga,0–1
Sevilla FC,RCD Mallorca,3–1
Sevilla FC,Pontevedra CF,1–0
Sevilla FC,Real Madrid C.F.,2–1
Sevilla FC,CE Sabadell FC,2–0
Sevilla FC,Valencia CF,1–1
Sevilla FC,Real Zaragoza,1–1
Valencia CF,Athletic Bilbao,1–1
Valencia CF,Atlético Madrid,1–2
Valencia CF,FC Barcelona,0–2
Valencia CF,Real Betis,6–3
Valencia CF,Córdoba CF,1–0
Valencia CF,Elche CF,1–2
Valencia CF,RCD Espanyol,2–1
Valencia CF,UD Las Palmas,4–0
Valencia CF,CD Málaga,1–0
Valencia CF,RCD Mallorca,4–1
Valencia CF,Pontevedra CF,4–0
Valencia CF,Real Madrid C.F.,3–0
Valencia CF,CE Sabadell FC,0–1
Valencia CF,Sevilla FC,0–1
Valencia CF,Real Zaragoza,0–0
Real Zaragoza,Athletic Bilbao,3–2
Real Zaragoza,Atlético Madrid,2–2
Real Zaragoza,FC Barcelona,0–0
Real Zaragoza,Real Betis,4–1
Real Zaragoza,Córdoba CF,4–0
Real Zaragoza,Elche CF,6–1
Real Zaragoza,RCD Espanyol,1–0
Real Zaragoza,UD Las Palmas,3–1
Real Zaragoza,CD Málaga,1–1
Real Zaragoza,RCD Mallorca,4–0
Real Zaragoza,Pontevedra CF,2–0
Real Zaragoza,Real Madrid C.F.,2–3
Real Zaragoza,CE Sabadell FC,1–0
Real Zaragoza,Sevilla FC,2–0
Real Zaragoza,Valencia CF,2–0
