position,team,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,year
8,Almería,38.0,14,10,14,42,45,−3,52,2007-08
11,Almería,38.0,13,7,18,45,61,−16,46,2008-09
13,Almería,38.0,10,12,16,43,55,−12,42,2009-10
